ID,Lon,Lat,blue_p50,green_p50,nir_p50,nira_p50,re1_p50,re2_p50,re3_p50,red_p50,swir1_p50,swir2_p50,VV_p50,VH_p50,TARGET
14,108.4026249,12.05911912,2097,2287,3727,3846,2685.5,3319.5,3571,2248,3810.5,3025.5,-7.2721615,-14.4226265,1
15,108.3144103,11.97836058,2073,2250,3998,4124.5,2647,3533,4029,2178,3506,2798.5,-6.766202,-13.370591,1
16,108.3169256,11.98159451,2211,2495,4532,4638.5,3239,4222.5,4650,2458,3908.5,3149,-4.931102,-13.388638,1
17,108.3027322,11.98276232,2085,2242,3508.5,3650,2541.5,3189,3517.5,2166,3150.5,2642.5,-6.2004585,-13.535702,1
18,108.3133323,11.98321148,2065,2252,3819.5,4131.5,2672.5,3607,4034,2364,3360,2679,-8.278034,-13.908219,1
19,108.3169256,11.98824205,2021,2187,4538.5,4677,2441.5,3830,4528,2081,3365,2536.5,-4.079378,-12.544321,1
20,108.447361,11.55345745,1756,1779,2366,2272.5,1973,2313.5,2343,1702,2168.5,1786.5,-8.891126,-15.40008,1
21,108.4414321,11.56360841,1955,2143,3213,3417.5,2478,3155.5,3358.5,2136,3197,2658,-7.42615,-15.87954,1
22,108.427598,11.56890847,1972,2183,3405,3466.5,2437,3289,3472,2035,2782,2278.5,-5.4637423,-14.571959,1
23,108.3869942,11.65065516,1544,1757,4204,4168.5,2241,3542,4016.5,1630.5,3202,2409.5,-7.0790915,-12.325464,1
24,108.3964265,11.65326028,1559,1780,4064,4136,2166.5,3587.5,4100.5,1598.5,2894.5,2300.5,-6.883566,-11.392231,1
25,108.1251353,11.72665263,2059.5,2123,2508,2995,2547,2815,2920,2262.5,2827.5,2595.5,-11.864751,-20.143751,1
26,108.3869942,11.92122773,2141,2238,4098.5,4272,2663,3649.5,4085,2214,3815,2825.5,-6.9733725,-14.147943,1
27,108.4029842,11.92580913,2170,2299,3665,3798.5,2563,3373.5,3707,2129,3155.5,2483,-4.8508024,-14.88081,1
28,108.3952587,11.95033314,2199,2309,3008,3456,2455,3185.5,3385.5,2186,2772,2144,-7.1979914,-13.870095,1
29,108.3998401,11.95230943,1925,2040,3167,3368.5,2332.5,2923,3152,2018.5,3081,2447.5,-5.6217713,-13.708802,1
30,108.4011876,11.95302809,1857.5,2019,3819.5,4166.5,2405.5,3400.5,3961.5,1950,3585,2741,-7.331359,-13.426519,1
31,108.402535,11.95536371,1402.5,1405.5,1658,1729.5,1409,1647.5,1758,1311,1345,1216,-2.5744846,-13.481526,1
32,108.3992113,11.95581286,2364,2523,3561,3910.5,2855,3476.5,3806.5,2445,3621.5,2902,-3.3055708,-13.894696,1
33,108.4015469,11.95671118,2448,2639,3248.5,3308.5,2751,3086.5,3226,2717,3770,3837,-3.6911297,-12.256443,1
34,108.3940909,11.95698067,1958,2049.5,3611,4048.5,2347,3379,3862.5,2005.5,2929,2236.5,-7.7540154,-13.390669,1
35,108.4081046,11.95725017,2418,2544,3924,4424,2916,3783,4116,2484,3534,2688,-6.5091105,-13.145783,1
36,108.3916654,11.95751966,2143,2260,4484,4689,2565,3917.5,4350,2139,3601,2651.5,-5.5736976,-14.0184,1
37,108.3878027,11.95760949,2246,2472,4043,4047,2909,3760.5,4082.5,2463,3852,2934,-7.4317846,-13.294938,1
38,108.3947197,11.95778916,2068.5,2076,2734,2508,2176.5,2398,2447.5,1945.5,2293,1827.5,-6.1646166,-12.551641,1
39,108.394001,11.95841798,1986,2015,2542.5,2421.5,2052.5,2302.5,2396,1878.5,2229,1812,-6.6004405,-12.121483,1
40,108.3875332,11.95868747,2468,2624,4597,4767,2877,4044,4649,2654,3990,3148,-4.337411,-13.598935,1
41,108.3958875,11.9587773,1987,2053,3095,3241,2214,2915,3123.5,1916,2600.5,2015.5,-5.2766676,-11.164713,1
42,108.4091826,11.95895697,2122,2174.5,2800,3604,2350,3155,3390,2065,2899,2222.5,-7.0199747,-13.34288,1
43,108.386006,11.95967562,2017,2164,4034,4222.5,2480,3630.5,4053,2085,3182,2443.5,0.10294135,-13.166631,1
44,108.4054995,11.95985528,1715,1807.5,2600.5,2335.5,1886,2210.5,2457.5,1683,1963,1530,-4.170107,-11.781736,1
45,108.397235,11.96030444,2098,2230,3472,3679.5,2509.5,3178.5,3435.5,2291,3867.5,2961,-6.085609,-12.070416,1
46,108.3918451,11.96057393,1837.5,1877,2423.5,2382,2017.5,2257.5,2326.5,1836,2371.5,1978.5,-6.558821,-12.514708,1
47,108.4081046,11.9607536,1595,1612,2330,2454,1762,2246,2446,1512,1938,1548,-5.5137277,-14.463363,1
48,108.4071164,11.96084343,1671.5,1788,2573,3096.5,2063,2622,2874,1733,2687.5,2354.5,-5.899659,-11.794473,1
49,108.4643391,11.83669626,3573,3934,5286,6244.5,4707.5,5373.5,5566,4387,6309,7017,-1.2870344,-13.713198,1
50,108.4759274,11.69934385,2131,2330,3797.5,4019,2699,3596,3912,2362,3279,2640,-8.191747,-16.230656,1
51,108.4892225,11.69988284,2493,2550,2868,2793,2561.5,2741.5,2762.5,2538,2734.5,2342,-6.8236685,-18.165276,1
52,108.4837427,11.70185913,2188,2442,2953.5,3202.5,2934,3063.5,3156,2614,3711.5,3167.5,-9.427444,-19.232262,1
53,108.4945225,11.70742869,2632,3220,4908,4974.5,4516.5,4758,4978.5,4086,6909.5,4966.5,-11.50855,-21.369743,1
54,108.4829342,11.70967448,2972,3197,4073.5,4284,3954.5,4110,4261,3588,5423,4153.5,-6.81305,-17.00194,1
55,108.4791613,11.71209993,2729,2980,3651.5,4045.5,3495,3760,3938.5,3074,3717.5,2777.5,-9.213433,-13.119844,1
56,108.4709867,11.7399477,2292,2416,2798,2992,2667,2826,2849,2498,3006,2562,-6.1046367,-15.237088,1
57,108.4752986,11.74075618,2066,2186,2596,2615,2330,2538,2595,2046,2274,1920,0.015987756,-14.505106,1
58,108.478263,11.74381046,2388,2600,3348.5,3417.5,2977,3322,3366,2525,3486,2984.5,-5.8936353,-13.828705,1
59,108.48518,11.7465054,2297,2465,3649,3996,2741.5,3501.5,3724,2398,3340,2580,-2.2057774,-13.260452,1
60,108.4651476,11.76015979,2422,2530,4025.5,3563,2559,3270,3768.5,2502,2954,2541.5,-7.6859493,-13.689899,1
61,108.4667646,11.88664259,2216,2405,4420.5,4384.5,2702.5,3769,4213,2260,3222.5,2447,-6.1762414,-12.847814,1
62,108.4695493,11.899219,1837.5,1852,2294,2431.5,2071.5,2299,2399.5,1804.5,2320,1949.5,-5.5812836,-12.049781,1
63,108.4698188,11.90029698,1841,1934,2339,2525.5,2129,2376.5,2487,1897,2467.5,2044,-4.7661104,-14.106012,1
64,108.4670341,11.90640552,2124,2219,3612,3633.5,2442,3225.5,3546,2087.5,2898,2385.5,-6.172558,-14.12204,1
65,108.468112,11.90990895,1906,2002,2604,2637.5,2187.5,2474,2567.5,1943,2581,2147,-8.428449,-13.400557,1
66,108.4651476,11.90999878,1980.5,2214,3263,3634.5,2719.5,3203.5,3424.5,2388,3884.5,3081.5,-7.7872868,-12.906602,1
67,108.4637103,11.91251407,2223,2391,3788,3696.5,2682.5,3259,3561,2327,3506,2685.5,-6.795984,-12.921025,1
68,108.4892225,11.9126039,2075,2254,4799,4846,2533,4119.5,4714,2086.5,3367.5,2508,-6.1044426,-12.820411,1
69,108.4945225,11.91475986,2194,2375,4658,4756,2649,4126.5,4721,2220,3191,2499,-6.699795,-14.184852,1
70,108.4882343,11.91592767,1916.5,2033,2926,2849,2214.5,2665,2852,1915.5,2424,2006.5,-8.120946,-13.972182,1
71,108.4950615,11.9174548,2352,2684,3744,3898.5,3373.5,3730,3833.5,2972,3962,3035.5,-8.035295,-14.51674,1
72,108.4962293,11.91790396,2036,2211,4480,4352.5,2492,3629,4171.5,2112,3107.5,2417,-6.4178414,-12.891279,1
73,108.4950615,11.91889211,1896,2188,3442,4057.5,2567,3330,3866.5,2292,3661.5,2727.5,-7.1392756,-17.237133,1
74,108.4832037,11.91934126,2399,2628,4017.5,4204.5,3343.5,3844.5,4057,2754,4504,3752.5,-5.5695233,-13.423598,1
75,108.4886835,11.92005992,1935,2003,3106,3479.5,2368.5,3099,3384,2047,3106.5,2439.5,-6.270415,-13.138301,1
76,108.4288557,11.92068874,2324,2554,3775,3964,2858,3699,4003,2642,3751,2713,-5.727017,-14.314373,1
77,108.4980259,11.92203621,2352,2433,3297.5,3474,2812,3259,3454.5,2526,3479,2847,-6.684827,-12.68569,1
78,108.4875157,11.92410233,1714.5,1739,2197.5,2364,1919.5,2230,2347,1801.5,2137.5,1776,-4.7721515,-13.178347,1
79,108.4936242,11.93003121,1990,2145,3579.5,3725.5,2639.5,3345.5,3627,2242,3511,2755,-7.950991,-13.911929,1
80,108.4555356,11.96021461,2286,2449,3901,4103,2774.5,3523.5,3883,2344,3274.5,2596,-7.07762,-12.065744,1
81,108.3918451,11.96111292,1867,1907,3224,3298,2193.5,2882.5,3160.5,1866,2606.5,2111,-7.2953124,-14.36148,1
82,108.4028045,11.96120276,2222,2428,3884,3898.5,3213,3568,3771.5,3017,4820,3610.5,-5.894297,-14.877856,1
83,108.4080148,11.96183158,2022.5,2091,2885,3166.5,2405,2894.5,3143,2257,2840.5,2210,-4.6497946,-11.285731,1
84,108.3919349,11.96255023,2192,2296,2977.5,3140,2481,2963,3145.5,2245,2592,2089.5,-6.592834,-14.694016,1
85,108.3885213,11.96317905,2360.5,2386,2583.5,2647,2600.5,2670.5,2707.5,2486,3010.5,2872,-2.7674515,-10.243509,1
86,108.3931925,11.96326888,2436,2766,3417.5,3491.5,3093.5,3427.5,3585,2713,3742.5,3267,-6.408729,-14.62535,1
87,108.3922044,11.96407736,2609,2973,3315,3331.5,3244,3336.5,3356,2933,3686.5,3236.5,-5.5445323,-13.3732195,1
88,108.4023554,11.96551467,1965,2091,3537,3523,2285,3179,3478,1966.5,2760.5,2146,-6.675384,-13.534742,1
89,108.3828619,11.96596383,2204,2428,3911,4022,2788.5,3664.5,3939.5,2392,3448,2877.5,-6.8264637,-11.451834,1
90,108.3907671,11.96668248,1899,2038,3188.5,3449,2203.5,3045.5,3327,1936,2524,2018.5,-4.235782,-10.037778,1
91,108.4048706,11.96740113,2025,2155,4423.5,4781,2375,3897,4632,1995,3033.5,2260.5,-6.8718634,-12.518474,1
92,108.4029842,11.96758079,1863,2030,3619.5,3909,2419.5,3415.5,3860,1963,3214.5,2394,-6.7663565,-12.943004,1
93,108.4060385,11.96820961,1994.5,2222,3848.5,3806.5,2465,3173,3657,2118,3005.5,2389,-3.1204085,-11.503995,1
94,108.4039723,11.96883844,2183,2348,4027.5,3902.5,2639.5,3385,3671,2307,3480,2619.5,-7.048003,-16.562849,1
95,108.4064876,11.96964692,2332,2593,3699,3940.5,3079.5,3482.5,3605,2909,4375,3327,-5.740703,-12.381847,1
96,108.4027147,11.9704554,2077,2340,3560,3741,2770.5,3346,3601.5,2514,4038.5,3116,-4.6229935,-14.552826,1
97,108.3937315,11.9707249,2162,2352,4612.5,4616,2702.5,3886.5,4490,2295,3512,2566.5,-7.0284867,-11.759009,1
98,108.4089131,11.97108422,2009,2241,3303.5,3485,2681.5,3135.5,3356,2389,3867.5,2959.5,-5.0537276,-13.386546,1
99,108.4054995,11.97144355,2017.5,2243,3313.5,3476,2686.5,3273.5,3456,2179,3311,2442,-5.938778,-13.912429,1
100,108.3886111,11.97189271,2088,2222,3353,3323,2546.5,3055.5,3340,2238,2907,2204.5,-3.4826741,-13.163426,1
101,108.3842992,11.97207237,1834,2044,4087,4212,2274.5,3695.5,4170,1811,2987.5,2135,-7.1324935,-10.423596,1
102,108.3942705,11.9724317,1907,2095,4120.5,4034,2431,3460,4002,1969,3411,2484.5,-7.2639155,-10.608875,1
103,108.3899586,11.97261136,2350,2430,4054,4396,2633.5,3694.5,4339.5,2405,3228,2491,-7.5829554,-13.55421,1
104,108.4054096,11.97521647,2132,2355,3423,3663,2766.5,3391.5,3576,2315,3622.5,2815.5,-3.6506827,-11.489011,1
105,108.3951688,11.97548597,2344,2443,4278.5,4469,2702,3768.5,4233.5,2412,3477.5,2606.5,-5.393268,-12.399456,1
106,108.3935519,11.97611479,2164,2312,3220.5,3419.5,2674,3079,3340,2315,3278.5,2714,-5.7182074,-11.368077,1
107,108.4016367,11.97737243,2035,2253,3746.5,4349,2607.5,3656,4111,2296,3225,2318.5,-5.525983,-12.721912,1
108,108.4038825,11.97755209,2418,2458,4790.5,4571,2651.5,3912,4436,2357,3183.5,2267,-5.5575795,-11.772452,1
109,108.39454,11.97764193,2008,2162,4543.5,4697,2474,3668,4450.5,2081,3255,2446,-3.9118793,-13.471694,1
110,108.3919349,11.97836058,2079,2270,3046,3175,2802.5,3036,3136.5,2400,3558,2933,-3.9624999,-12.016602,1
111,108.3365089,11.97889957,1952.5,2207,3770,4025.5,2803.5,3590.5,3873.5,2331,4185.5,2990.5,-6.029013,-13.73703,1
112,108.4077453,11.97970805,2094,2186,3463.5,3541.5,2507,3120.5,3395,2186,3107,2695,-6.6757355,-11.069552,1
113,108.3904078,11.98024704,2091,2308,3814.5,3979,2556.5,3371.5,3775,2228,3355.5,2580,-2.6179872,-12.676607,1
114,108.3895095,11.98060637,2136,2247,3203,3505,2502.5,3242,3448,2261,2936.5,2237,-5.1072803,-14.19667,1
115,108.3794483,11.98096569,2110,2273,3064.5,3261.5,2746,3119,3346.5,2587,3183.5,2305,-4.3814044,-15.049549,1
116,108.3890603,11.98141485,2135,2265,3753.5,3953.5,2587,3513,3864.5,2183,3059.5,2454,-5.2388253,-14.719359,1
117,108.3936417,11.98159451,2160,2464,4088,4145.5,2891,3808,4145.5,2244,3712,2786.5,-4.5032506,-9.679425,1
118,108.3980435,11.98159451,2078,2291,3145.5,3406.5,2641,2997,3220,2330,3209.5,2698.5,-7.508792,-13.898988,1
119,108.3952587,11.98222333,2136,2219,2961,2862.5,2426,2800,2834.5,2118,2774,2149.5,-6.2669535,-13.230031,1
120,108.3779212,11.98258266,2251,2545,3346,3415,3127,3396,3437.5,2652,3698.5,2971,-4.9203377,-13.747757,1
121,108.3814246,11.98276232,2200,2353,5206,4946,2695,4096.5,4845,2150,3081.5,2108,-7.1506743,-13.246504,1
122,108.4003791,11.98285215,2071,2217,4414,4114,2467.5,3500,4071.5,2120,3182.5,2501.5,-7.3786793,-12.633524,1
123,108.3786398,11.98312165,2123,2427,3606.5,3742,3002.5,3591.5,3759.5,2459,3658,2727,-5.476049,-12.836158,1
124,108.3196205,11.98330131,2455,2669,3070,3246,2886,3174,3256.5,2624,3353.5,2840.5,-6.7832217,-11.298008,1
125,108.3217765,11.98339114,1870,2000,2236,2515,2043,2106,2245,1905.5,2770,2673,-3.6001337,-14.157356,1
126,108.4001096,11.98348097,1972,2087,4464,4220,2569,3633,4072,1956.5,3433.5,2599,-7.3984904,-11.829456,1
127,108.4068469,11.98357081,2120,2368,4087.5,4206.5,2826.5,3768.5,4063.5,2249,3445,2611,-7.2017097,-11.017201,1
128,108.3312088,11.9838403,1963.5,2107,2897,2959,2356,2802.5,2917.5,2053,2765.5,2248,-5.7536025,-11.510092,1
129,108.3307596,11.98393013,2075,2244,3266,3318,2608,3136.5,3292.5,2207,3159,2483.5,-4.9235,-12.87622,1
130,108.4074758,11.9841098,2121,2368,3093.5,3256.5,2684,3080.5,3207,2341,3278,2646.5,-4.548666,-9.687013,1
131,108.401996,11.98419963,2472,2799,4273,4373.5,3305.5,4009,4222.5,2753,4262.5,3491,-6.255831,-14.922589,1
132,108.3348021,11.98482845,2269,2423,4115.5,4154.5,2919.5,3751.5,4030,2391,4105.5,2963.5,-4.851643,-12.454174,1
133,108.3432462,11.98500811,2062,2215,3518.5,3647,2499,3428.5,3619,2062,2710,2222,-6.064597,-14.073949,1
134,108.3198002,11.98545727,2700,2748,4485,4452,3053,3943,4400,2714,3493,2667,-5.578861,-13.798285,1
135,108.3232138,11.98563693,1924,2089,3567.5,3764.5,2501,3374,3722.5,2082,3168,2510.5,-5.557979,-10.646922,1
136,108.3392038,11.98563693,2378,2535,4658.5,4837,3003.5,4120.5,4699,2563,3656.5,2952,-4.655265,-15.104354,1
137,108.3430666,11.98680474,1899,1967.5,3013,3117,2166,2729,3022,1950,2377.5,2038.5,-5.054731,-12.566616,1
138,108.3263579,11.98707424,1989,2036,2828.5,2867,2237,2600.5,2807.5,2009.5,2488,2137.5,-4.9860253,-14.212564,1
139,108.3954383,11.98743356,2162,2400,4145.5,4226,2810,3958.5,4282.5,2274,3472,2742,-6.7561617,-13.105969,1
140,108.3421682,11.98761322,2211,2490,3149.5,3297.5,3046.5,3317.5,3397.5,2792,3345,2810.5,-5.2718134,-12.605026,1
141,108.3321969,11.98779289,2305,2428,3665,3758,2893,3441.5,3679,2392,3452,2849,-7.773019,-13.330358,1
142,108.3441445,11.9886912,2247,2547,3376.5,3453,3051,3396.5,3525.5,2703,3639.5,2955.5,-4.6382775,-12.906592,1
143,108.3407309,11.98923019,2419,2737,3501,3671,3172.5,3454.5,3556,2798,4181,3309,-7.8115444,-13.51375,1
144,108.3471988,11.98923019,2094,2237,4162,3949,2664.5,3468.5,3745,2197,3303,2581.5,-0.43661678,-12.45327,1
145,108.3401919,11.98958952,2395,2653,3728.5,4033,3146,3755.5,3950,2716,3858,3131.5,-4.9724574,-11.550209,1
146,108.3266274,11.98985901,2327,2533,3431.5,3509,2976.5,3276,3499,2676,3901,3383.5,-5.2879305,-13.197196,1
147,108.3501632,11.99012851,2137,2233,4103.5,4091.5,2678.5,3527,3851.5,2245,3681.5,2696,-5.340522,-13.74768,1
148,108.3264477,11.99057767,1978,2069,2505.5,2544.5,2352,2548,2577,2092,2793,2363,-3.3700583,-11.6352625,1
149,108.3468395,11.99084716,2293,2452,4417.5,4321,2759.5,3792.5,4210,2408,3416,2469,-3.6230886,-12.875291,1
150,108.3967858,11.99147598,1988,2082,3094.5,3289,2276,2984,3226.5,1986.5,2673,2156.5,-6.898608,-12.773816,1
151,108.3979536,11.99192514,2006,2076.5,2596,2904.5,2328,2716.5,2903,2137,2621,2194.5,-5.972534,-12.632498,1
152,108.3409106,11.99246413,2536,2689,3986,4319,3127.5,3826,4145,2791,3237,2496.5,-7.9281178,-14.194616,1
153,108.3982231,11.99417093,2312,2458,3177,3297,2907,3339,3374,2624,3095,2541,-5.5745406,-12.649484,1
154,108.4032537,11.99542857,1914,2120,3162.5,3228,2537.5,3119.5,3272.5,2068,3049.5,2469.5,-6.7823935,-13.88696,1
155,108.4088232,11.99641671,2508,2709,3642.5,3767,3134.5,3577.5,3706,2817,3830,3062.5,-7.2890916,-11.31203,1
156,108.4049605,11.99677604,2115,2312,4145.5,4158,2608.5,3815,4138,2108,3108,2380,-6.2666173,-12.504937,1
157,108.4022655,11.99803368,1932.5,2080,3641,3813.5,2406,3356.5,3750.5,2051,3093,2437,-7.5507545,-13.648959,1
158,108.401457,11.99875233,1946,2040,4508,4516.5,2330,3738.5,4381,1883,3025,2242,-5.9426613,-11.332166,1
159,108.4063978,12.00045913,1913,2114,3762,3884,2471,3479,3735,2040,3456.5,2741.5,-5.3347516,-13.070135,1
160,108.4034333,12.00189644,2282,2526,4118,4255.5,2902,3841.5,4185.5,2479,3566,2957,-3.7082496,-14.6835,1
161,108.4061283,12.00270492,2055.5,2162,4306,4229,2551,3603.5,4077.5,2075,3211,2513,-6.1850815,-12.676201,1
162,108.4033435,12.00288458,2594,2697,2930,2934.5,2876,3051,3000.5,2710,3130.5,2957,2.1101794,-14.9447155,1
163,108.4012774,12.00351341,2224,2424,3719,3952.5,3005.5,3580,3900.5,2515,3732,2957,-3.8541098,-12.292931,1
164,108.3942705,12.00477105,2261,2418,4702,4697,2816,4223.5,4667,2239,3200.5,2531,-5.4821467,-13.715108,1
165,108.3920247,12.00504054,2294,2454,4325.5,4617,2838.5,4029,4528,2456,3747,2796.5,-6.2844076,-13.196465,1
166,108.4065774,12.00513037,1945,2158,3457,3698.5,2546.5,3346,3616.5,2111,3286,2517.5,-3.1851087,-14.070197,1
167,108.4054096,12.0054897,2113,2284,4362,4161.5,2616,3833,4135.5,2161,3264,2542.5,-5.98957,-14.217035,1
168,108.3920247,12.00584902,2312,2439,4410,4685,2882.5,3878,4452,2429,4040,3028,-5.8312507,-16.853838,1
169,108.3265376,12.00602869,2526,2749,3715,3793.5,3285.5,3663.5,3798,2925,3589.5,2754.5,-5.273163,-13.156683,1
170,108.3904078,12.00629818,2273,2400,4004.5,4243.5,2669,3774,4195.5,2285,3311.5,2368,-5.763152,-13.557633,1
171,108.3879823,12.00647785,3883,3839,4511.5,4624.5,3903.5,4333.5,4539,3708,3909,3042,-6.240958,-13.644325,1
172,108.3911264,12.00683717,2263,2364,3916.5,4100.5,2670.5,3669.5,3946.5,2318,3359,2531,-6.4784284,-13.471647,1
173,108.4033435,12.006927,2506,2686,4136.5,4004.5,2894.5,3623.5,3988,2500,3543.5,2694,-7.1598835,-13.71807,1
174,108.3940909,12.00746599,2381,2518,4265.5,4373,2916,3866.5,4324,2494,3633.5,2830.5,-6.455521,-13.01101,1
175,108.3948095,12.00809481,2067,2173,3998,4199,2595.5,3611,4005.5,2155,3610,2725,-7.6070294,-13.640702,1
176,108.3994808,12.00818464,2039.5,2187.5,3418.5,3764.5,2630,3313,3549,2258,3166.5,2430,-7.424736,-13.489297,1
177,108.4024452,12.00827448,2189,2360,4168.5,4222.5,2974,3795,4157.5,2518,4022.5,3256,-7.386333,-15.266416,1
178,108.3978638,12.00881347,1923,2107,3199,3543.5,2523.5,3194.5,3527.5,2116,3280,2649.5,-6.1534705,-12.480615,1
179,108.3968756,12.00899313,2027.5,2175,4218,4395,2609.5,3702,4252,2152,3702,2818,-4.5319505,-15.131344,1
180,108.3953485,12.00971178,2128,2393,3908,4049.5,2790.5,3615.5,3938,2278,3709.5,2989,-0.61902726,-14.706007,1
181,108.4089131,12.0103406,2118,2253,3543,3676,2613.5,3292,3500,2259,3447,2590.5,-6.7832665,-15.020005,1
182,108.3940909,12.01052026,2605,2768,3802,3905.5,3185.5,3564.5,3751,2897,3895,2893.5,-6.4388046,-14.522569,1
183,108.389779,12.01087959,2044,2251,3767.5,3918,2639,3544.5,3826,2179,3534.5,2864,-6.9265075,-14.010847,1
184,108.4065774,12.01114909,2417,2682,4808.5,5034,3041,4244,4765,2622,3793,2831,-6.2276106,-12.913786,1
185,108.3918451,12.01177791,2214,2373,4120.5,4383,2680.5,3728.5,4177.5,2265,3492.5,2497.5,-5.1242104,-12.919952,1
186,108.3906773,12.01222706,2069,2305,3979.5,4190,2698,3664.5,4059,2237,3537.5,2607.5,-7.7998447,-12.73475,1
187,108.3895095,12.01276605,2117,2261,4232,4211,2546,3619.5,4041.5,2119,3652,2713,-7.1074038,-12.054739,1
188,108.4010977,12.01357454,2101,2222,3834,3961.5,2578.5,3385,3854.5,2318,3799,2870,-4.452988,-13.206058,1
189,108.401457,12.01393386,1895.5,2105,3636.5,3680,2451.5,3246.5,3589.5,2042,3443.5,2589.5,-5.09893,-13.634742,1
190,108.3907671,12.01411353,2296,2379,4382.5,4432.5,2789,3715.5,4247.5,2424,3857.5,2922.5,-6.0406303,-13.990314,1
191,108.3968756,12.01438302,2032,2285,3676,3860,2665.5,3372,3748,2220,3604,2796,-6.952367,-11.2573805,1
192,108.4090927,12.01501184,2248,2418,3826.5,3979,2808,3592.5,3835.5,2499,3638,2497.5,-7.8688426,-14.495077,1
193,108.3988519,12.01555083,1804.5,1928.5,3051,3345,2202,2920.5,3228.5,1933,2805,2124.5,-7.327946,-12.906071,1
194,108.4001096,12.01591016,1970,2231,3303,3444.5,2541,3063.5,3353.5,2181,3609,2888,-4.7960925,-11.046337,1
195,108.3927434,12.01626948,2056,2267,3429,4054,2522.5,3575,3997,2141,3025,2253,-5.2072635,-10.557117,1
196,108.3902281,12.01653898,2490,2657,4235.5,4112.5,3143.5,3905,4181,2714,3867.5,2915.5,-3.9846563,-12.2277975,1
197,108.3991214,12.01680847,2422,2513,3800,4004,2843.5,3435.5,3763.5,2573,3525,2512.5,-4.881409,-11.561911,1
198,108.4010977,12.0168983,2002,2200,3875,3957.5,2527.5,3465.5,3856,2106,3597.5,2760,-6.2968593,-13.818173,1
199,108.4082842,12.01707797,1995,2201,3905.5,3871.5,2797.5,3537,3830.5,2298,3970,3009.5,-6.2925935,-14.107283,1
200,108.4028045,12.01734746,2254,2324,4370,4571.5,2626.5,3966.5,4380.5,2268,3799,2780.5,2.4228883,-13.717809,1
201,108.4001096,12.01770679,1929,2161,3425,3526.5,2997.5,3438.5,3548,2378,3660.5,2639,-6.197235,-13.023224,1
202,108.4032537,12.01815594,2351,2407,3986.5,4198,2779.5,3564.5,3928.5,2424,3831,2966.5,-1.3778408,-15.012954,1
203,108.4044215,12.01842544,2224,2319,3951.5,4169,2661.5,3514.5,3922,2336,3948,2978,-5.5157366,-13.95846,1
204,108.4084639,12.0186051,2167,2311,3638.5,3939,2922,3485.5,3776.5,2486,4161.5,2903,-6.52035,-14.66088,1
205,108.406308,12.01878477,2169,2258,3450,3989.5,2594,3408,3852,2206,3459.5,2425.5,-4.2035403,-14.996618,1
206,108.4061283,12.01905426,2199,2419,3080.5,3204,2731,2949,3042,2578,3730.5,2744.5,-1.9566836,-15.383051,1
207,108.3948095,12.01932375,1961,2127,3404.5,3704,2614.5,3272.5,3530,2151,3535.5,2648,-7.08529,-12.311458,1
208,108.4069368,12.01959325,2233,2316,5230.5,5208.5,2645,4342.5,5103,2125,3483.5,2499.5,1.8453587,-14.333883,1
209,108.3951688,12.01968308,2025,2265,3646,3964,2674.5,3505,3780,2235,3624.5,2638,-6.3917665,-11.169583,1
210,108.4010079,12.02013224,2026,2173,3410,3631.5,2438,3175.5,3426,2066,3226,2283,-5.3396835,-10.927813,1
211,108.3895095,12.02049156,2032,2148,4798,4845.5,2457.5,3849,4619.5,2048,3318.5,2473,-6.4180527,-12.109094,1
