ID,lon,lat,blue_p50,green_p50,nir_p50,nira_p50,re1_p50,re2_p50,re3_p50,red_p50,swir1_p50,swir2_p50,VV_p50,VH_p50,TARGET
32,37.20053847,0.024119765,2533,2865,4382,4643,3279,4278,4567.5,2970,3463.5,2572,-7.1993446,-14.977888,1
33,37.20314359,0.024299428,2991,3093,4766.5,4953.5,3625,4618.5,4918,3143,3305.5,2499.5,-7.952239,-14.446124,1
34,37.20341308,0.024568923,3064,3186,4856,5025,3616.5,4661.5,4984.5,3255,3264.5,2456.5,-7.029243,-13.90424,1
35,37.20215544,0.025018081,2564,2978,4350,4555,3602,4286,4493.5,3241,3412,2554.5,-7.55965,-15.233781,1
36,37.2026046,0.025377407,2930,3157,4676,4902.5,3751,4581.5,4860,3217,3419.5,2549.5,-7.6351337,-15.234145,1
37,37.20116729,0.02555707,2699,2842,3225,3262,3147.5,3210,3258.5,2990,3344,2841.5,-8.472068,-16.77243,1
38,37.19972999,0.025916396,2108,2248.5,2531,2636,2569,2648,2660,2389,2459,2043,-5.8567677,-16.017164,1
39,37.19469942,0.026365554,2477,2821,3211,3317.5,3246,3291,3315,3098,3380.5,2751.5,-7.370752,-19.190321,1
40,37.19568757,0.02672488,2504,2684,2991,2969.5,2767,2888.5,2932,2774,3038.5,2519.5,-3.5589697,-15.111399,1
41,37.19047734,0.027263869,2726,2941,4428,4611.5,3626,4370.5,4653,3099,3453,2646.5,-8.1505995,-16.013588,1
42,37.19182481,0.028072353,2759,2931,4598,4716,3343,4349,4675,2916,3050,2146,-8.71426,-15.633449,1
43,37.19191465,0.028701173,2529,2736,4360,4505,3027,4101,4506,2758,2960.5,2153,-9.611667,-16.68365,1
44,37.19002818,0.029060499,1724,1786.5,2061,2179,1934,2136.5,2160,1807.5,2014.5,1771,-6.404771,-16.264648,1
45,37.19038751,0.029419826,1779.5,1828.5,2129,2139.5,1926,2083.5,2121.5,1820,2029,1779,-5.9169707,-16.795088,1
46,37.19272313,0.02968932,2590,2758,4204,4217.5,3076.5,3914,4181,2732,3011.5,2167.5,-9.02784,-15.649206,1
47,37.1923638,0.030228309,2751,3000,4926,5135,3457,4665,5057.5,3045,3524,2765,-7.9319124,-16.306374,1
48,37.41963757,0.115568261,2656,2841,4344,4633,3175.5,4177.5,4533.5,2809,3599.5,2610,-9.39626,-15.393936,1
49,37.42008673,0.11610725,2639,2792,4990,4909,3010,4390,4792,2610,3415,2367.5,-9.558181,-14.965104,1
50,37.41685279,0.116556408,2798,3038,5180,5287,3303.5,4658.5,5130.5,2950,3613.5,2596,-9.16886,-14.488438,1
51,37.41784094,0.11664624,2701,2994,5390,5636,3224.5,4882.5,5526,2829,3586.5,2484,-8.4082,-14.498145,1
52,37.41721212,0.116915734,2660,2902,5244,5309,3067,4593,5244,2758,3578,2542,-9.524439,-15.050511,1
53,37.41891892,0.117185229,2667,2816,4462.5,4566.5,3060.5,4277.5,4490.5,2612,3135,2235,-9.052978,-12.533494,1
54,37.41855959,0.117724218,2550,2715,4806,4825.5,3012.5,4260,4751.5,2602,3410.5,2388,-8.319731,-14.331432,1
55,37.41820027,0.11781405,2372,2644,4941.5,5025.5,2947.5,4371.5,4837.5,2501,3494,2411,-7.8846364,-14.737228,1
56,37.41927824,0.118532702,2527,2697,5176,5311.5,3056,4729,5244.5,2558,3480.5,2359,-8.06677,-14.586265,1
57,37.41595448,0.118712365,1839,1976.5,2528,3132,2335,2893.5,2983.5,1980,2695.5,2209,-9.669197,-16.503513,1
58,37.41900875,0.119071691,2487,2748,5280,5263.5,3168,4641,5116,2663,3612,2503.5,-8.193308,-15.1015415,1
59,37.41577481,0.119970006,2426,2650,3798,3997,2931,3637,3840,2688,3171,2260,-9.7186575,-16.519712,1
60,37.42017656,0.120239501,3537,3671,3903.5,4083.5,4060.5,4006.5,4068,3763,3708,2925,-10.254637,-17.539978,1
61,37.41604431,0.120598827,2492,2620,3910,4194,2698,3717,3991,2574,3203,2330,-9.0497675,-16.989336,1
62,37.41990706,0.120598827,3008,3208,5488,5719,3541,5118,5546,3072,3921,2742,-9.479911,-17.124937,1
63,37.41676296,0.121137816,2382,2646,4552,4684,3037,4245,4596,2596,3418,2509,-8.356985,-15.021837,1
64,37.42026639,0.121137816,2854,2992,4727,4950.5,3336,4499.5,4868.5,2924,3547.5,2474,-9.87459,-16.939878,1
65,37.41963757,0.121317479,2907,2988,4826,4907,3429,4470,4810,2929,3570.5,2526.5,-10.362436,-15.907562,1
66,37.42044605,0.121497142,2918,3084,4668,4934.5,3400.5,4459.5,4799.5,3048,3607,2547,-9.470441,-16.095568,1
67,37.42071555,0.1219463,2557,2798,3588.5,4119,3263,3831.5,4103.5,2968,3523.5,2949.5,-8.896457,-15.676724,1
68,37.41676296,0.122485289,2556,2738,4624,5073,3077,4658,5044,2650,3367,2411,-8.992402,-13.428339,1
69,37.37139804,0.122664952,2421,2600,4576.5,4697,3006.5,4168.5,4585,2591,3443.5,2400,-7.285584,-14.214968,1
70,37.37346416,0.122754784,2740,2811,4515.5,4632.5,3144,4128.5,4500.5,2750,3370.5,2306.5,-6.56281,-13.9516,1
71,37.39250845,0.122844615,2596,2875,4429.5,4720,3232,4352,4644,2802,3175.5,2230,-4.7206173,-13.030041,1
72,37.38541176,0.122934447,2587,2907,4518,4796,3194,4321.5,4673,2694,3266.5,2272.5,-5.1144905,-12.931038,1
73,37.38729822,0.12311411,2750,2842,4792,4983,3179,4514,4902,2590,3400,2402,-4.256007,-14.130456,1
74,37.39116098,0.123473436,2701,2840,4133.5,4278,2949.5,3953,4184,2770,3029,2127,-6.7050834,-12.747691,1
75,37.37130821,0.123563267,2551,2598,4408,4658,2964,4124.5,4511,2567,3167,2133,-8.168167,-14.687361,1
76,37.38550159,0.123832762,2721,2930,4564.5,4691.5,3143,4292,4666,2773,3284,2321,-5.8869624,-12.804008,1
77,37.38729822,0.123922593,2688,2758,4651.5,4731,3100,4324.5,4684.5,2722,3342,2357,-3.9809325,-13.903143,1
78,37.3898135,0.124192088,2612,2771,4604.5,4714.5,3177.5,4352,4677.5,2726,3174,2191,-8.257349,-14.382416,1
79,37.3915203,0.12428192,2657,2737,4781.5,4830.5,3054,4378.5,4836.5,2674,3174.5,2182,-4.8626204,-13.02163,1
80,37.38720839,0.124641246,2845,2974,4565,5020,3196.5,4521,4917,2802,3306.5,2285,-4.9476895,-13.686743,1
81,37.39089148,0.124820909,2679,2925,4737.5,4656,3195,4379.5,4617,2801,3317.5,2325,-7.482139,-13.587505,1
82,37.38523209,0.125180235,3043,3297,4641,4692.5,3116,4249.5,4613.5,3063,3191,2258.5,-6.5803676,-14.1051655,1
83,37.38720839,0.125359898,2786,2880,4487,4665,3148,4309,4647,2810,3238,2274,-5.160556,-14.277002,1
84,37.39044232,0.125629392,2716,2822,4730.5,4806.5,3137.5,4522,4851.5,2746,3174.5,2201.5,-8.021165,-14.653193,1
85,37.39062199,0.12607855,2586,2710,4693.5,4848.5,3039,4615,5006.5,2631,3029,2143,-8.099952,-16.111506,1
86,37.38648974,0.126168382,2753,2897,4954,5287.5,3259.5,4696,5201.5,2861,3434.5,2369,-5.129428,-14.534727,1
87,37.38523209,0.126258213,2857,2925,4629,4786,3214,4407,4805.5,2908,3310.5,2331,-5.4975395,-13.280095,1
88,37.41685279,0.122844615,2787,3010,5354,5227.5,3345,4669.5,5126,2830,3627.5,2625.5,-7.9440737,-13.588231,1
89,37.42044605,0.122844615,2377,2516,3055,3269,2842.5,3095.5,3219.5,2483,3017,2354.5,-9.585606,-17.232347,1
90,37.42026639,0.123383604,2564,2807,3851,3960,3210.5,3636.5,3793.5,2873,3513,2717,-11.006484,-17.430187,1
91,37.41811043,0.12374293,2818,2768,4600,4822,3092.5,4415.5,4756.5,2682,3351.5,2396,-10.182136,-13.830441,1
92,37.41846976,0.125000572,2759,2967,5019,5228.5,3339,4678.5,5145.5,2863,3657,2579,-7.276843,-15.565831,1
93,37.41891892,0.12607855,2598,2831,4776,4942,3228,4438,4831.5,2773,3546,2536.5,-8.497007,-14.569964,1
94,37.190657,0.030677467,2126.5,2203.5,2836,2872.5,2375,2732,2857.5,2212,2548.5,1980,-9.254661,-15.911633,1
95,37.18823155,0.031306288,2558,2713,3576,3852.5,3114.5,3768,3806.5,2762,3089,2294.5,-7.5764294,-15.855424,1
96,37.21320472,0.031396119,1951,1978,2440,2519.5,2355.5,2437,2483,2181,2787.5,2414,-9.4124155,-19.629417,1
97,37.18760273,0.031935108,2521,2782,4258,4344.5,3230,4121,4362.5,2876,3178,2324.5,-8.885631,-15.83685,1
98,37.18760273,0.032114771,2607,2959,4348,4473.5,3373,4260,4455.5,3057,3257.5,2336,-9.632136,-16.337029,1
99,37.2125759,0.032294434,1952,2105,2568,2622,2498.5,2573.5,2624.5,2367,2632,2233.5,-9.328666,-17.338022,1
100,37.20727584,0.032384266,1336,1495,2369,2429,2118.5,2256.5,2351.5,1911,2930,2685,-8.399227,-17.806225,1
101,37.18796206,0.033282581,2603,3047,4628,4885,3608,4519.5,4855,3367,3342.5,2396,-9.06007,-16.782333,1
102,37.18886037,0.033552076,1338.5,1571.5,2988,3047.5,2044.5,2805.5,2984.5,1624,2690.5,2169.5,-7.308899,-15.694303,1
103,37.18643492,0.033731739,2628,2893,4692,4813.5,3458.5,4467,4764,3059,3253.5,2363,-8.801156,-14.837364,1
104,37.21149792,0.034180897,2894,3073,4616.5,4686.5,3431,4297,4558,3095,3759,2855,-9.864955,-15.659189,1
105,37.18724341,0.034450391,2975,3436,5018,5253,3963,4932,5158.5,3666,3543,2521.5,-9.08129,-17.548819,1
106,37.18670442,0.034809717,2903,3061,5100,5238,3678,4838,5286,3089,3374.5,2471,-9.352467,-15.175709,1
107,37.20961146,0.03498938,2485,2641,3866,3966,2941,3735,3947,2696,2853.5,2170,-8.583644,-15.214155,1
108,37.1957774,0.035079212,2312,2705,3289,3311.5,3209.5,3352.5,3393.5,3035,3259.5,2677.5,-8.548515,-17.336796,1
109,37.20907247,0.035438538,2374,2652,3615,4019.5,3193,3824.5,4040.5,2952,3128,2414,-9.02339,-15.178194,1
110,37.19631639,0.035528369,2272,2545,3689,3803,2930.5,3595,3774.5,2619,2974,2195,-9.944027,-16.244226,1
111,37.19640622,0.035977527,2278,2647,3715,3816.5,3079,3639,3795.5,2786,3050.5,2252,-10.028824,-15.148776,1
112,37.1610126,0.036067359,2323,2436,2903,2967.5,2575.5,2895.5,2969,2429,2669.5,2139,-8.576663,-15.267281,1
113,37.19469942,0.036067359,2341,2656,3367,3495.5,3170.5,3352,3431,2924,3426,2851,-9.891397,-17.776937,1
114,37.20754533,0.036067359,2778,2882,4317.5,4304,3167,4016,4312,2835,3079.5,2287.5,-5.441141,-14.3700285,1
115,37.19586723,0.03615719,2186,2502,3313,3386,2904.5,3270,3396,2623,3006.5,2291.5,-9.394175,-16.983856,1
116,37.15831765,0.036247022,2411,2663,4640,4790,3093.5,4310,4670.5,2553,3562,2492,-8.983346,-14.271589,1
117,37.15741934,0.036426685,2578,2924,4132,4506,3420,4144,4348,3038,3694,2568,-8.901561,-13.812437,1
118,37.16137193,0.036426685,2155,2318,3584,3782.5,2653,3534,3800.5,2269,3057.5,2329,-8.09117,-14.933137,1
119,37.19757403,0.036606348,2380,2510,3906,4062.5,2852,3664.5,3981,2539,3230,2535.5,-8.439207,-16.31081,1
120,37.19730454,0.036696179,2353,2496,3847,4168,3004.5,3742.5,4034.5,2550,3401,2735.5,-8.709034,-16.105072,1
121,37.15634136,0.036875842,2283,2580,4143,4407,2949,3917.5,4301.5,2578,3397.5,2323.5,-9.134571,-14.1788225,1
122,37.1957774,0.036875842,1806,2041,2644,2731.5,2438,2603,2693,2254,2812.5,2368.5,-10.217324,-16.527086,1
123,37.19505875,0.037055505,2427,2647,3815,3723.5,2979,3495.5,3690,2846,2993.5,2345.5,-10.680889,-16.509748,1
124,37.19811302,0.037145337,2545,2727,3986,4133,3083,3830.5,4102,2762,3025.5,2225,-9.360573,-14.900629,1
125,37.19389094,0.037235169,2340,2534,3074,3095.5,2746.5,2998,3076,2640,2950.5,2279.5,-11.060192,-16.906654,1
126,37.15750917,0.037325,2211,2382,4130,4494.5,2607.5,3858.5,4326,2392,3253,2221.5,-7.804224,-14.539756,1
127,37.16200075,0.037325,2274,2439,3415,3558.5,2662,3438.5,3640.5,2347,2828.5,2153,-7.570841,-14.478268,1
128,37.19829268,0.037325,2495,2678,3918,4058,3052,3724,3987.5,2758,3047,2272,-9.109047,-15.033951,1
129,37.15867698,0.037414832,2707,2807,4972,5043.5,3159,4516.5,4969.5,2658,3545,2456.5,-8.306242,-13.874338,1
130,37.1977537,0.037414832,2571,2688,3862,4101.5,3046,3739,4008.5,2692,3054.5,2264.5,-10.7366085,-15.452,1
131,37.15679052,0.037594495,2438,2689,4314,4485,2958.5,3988.5,4373,2669,3419,2336.5,-9.150159,-14.401752,1
132,37.16209058,0.037684326,2300,2448,4087,3992,2644.5,3763.5,4027,2285,2887,2149,-7.7358656,-14.072355,1
133,37.16307873,0.037774158,2159,2334,3844,3839,2552,3552,3747,2211,2929,2138.5,-8.577353,-13.535546,1
134,37.15885664,0.037863989,2758,2838,3590,3896,3008,3595,3808,2876,3522,2570,-8.607154,-13.992956,1
135,37.1960469,0.037953821,2755,2946,4065,4181,3378,3960,4106.5,3042,3428,2663,-9.2895565,-15.723402,1
136,37.19451976,0.038133484,2331,2539,3640,3694,2875.5,3431,3615,2659,3098.5,2276.5,-10.665488,-15.928515,1
137,37.20008931,0.038313147,3607,3924,5058,4915,4188,4726,4975,4061,3815.5,2780,-8.35377,-14.744376,1
138,37.20727584,0.038313147,2514,2653,3974,3891,2788,3569.5,3843.5,2565,3094.5,2368,-5.658413,-13.197635,1
139,37.20152662,0.03849281,2459,2675,3825,3984,3144.5,3752,3959,2745,3059.5,2312.5,-9.655878,-15.741985,1
140,37.20709617,0.038582641,2449,2591,4090,4185,2769,3752,4124,2547,2887.5,2121.5,-5.343726,-12.981886,1
141,37.15804816,0.038672473,2378,2624,4380,4715.5,2959,4162,4566.5,2574,3447.5,2325.5,-9.081615,-13.773532,1
142,37.20098763,0.038762305,2596,2828,3921,4061.5,3218.5,3810,4017.5,2925,3144.5,2385.5,-10.026264,-15.2804985,1
143,37.19038751,0.038852136,2302,2696,3495,3418,3078.5,3386,3449,2974,3321,2567.5,-7.899405,-16.840488,1
144,37.19362144,0.038852136,2532,2819,3426,3452.5,3179.5,3341.5,3404,3085,3506,2825.5,-9.718405,-16.672121,1
145,37.19380111,0.039031799,2486,2764,3081,3190.5,3047.5,3175.5,3213.5,2922,3106.5,2458,-10.1341095,-16.038477,1
146,37.18966886,0.039121631,2499,2898,3682,3761,3413,3651,3711,3178,3529.5,2679.5,-10.015416,-17.791775,1
147,37.15723968,0.039391125,2400,2614,4308,4795,3154,4253,4595,2596,3173,2189,-7.23214,-14.035898,1
148,37.18877054,0.039391125,2440,2716,3603,3793,2976.5,3527,3694,2870,3416,2629,-9.565439,-16.713945,1
149,37.20179611,0.039391125,2508,2756,3839,3960,3205,3767.5,3982,2886,3132.5,2400,-9.079099,-14.845435,1
150,37.18850105,0.03966062,2387,2701,3679,3864,3375.5,3750.5,3807.5,2916,3628,2753,-10.760846,-16.816364,1
151,37.20116729,0.039840283,2662,2759,4094,4285,3097.5,3897.5,4224.5,2771,2960,2238,-9.131044,-14.39541,1
152,37.190657,0.040109777,2496,2772,3518,3695,3376.5,3650.5,3691.5,3027,3651,2914.5,-8.352636,-16.796625,1
153,37.19514858,0.040109777,2632,2878,3805,3748.5,3142.5,3591.5,3732.5,3031,3474,2740.5,-8.192375,-15.630134,1
154,37.20458089,0.040109777,2332,2464,3945.5,4025.5,2722.5,3643.5,3996,2400,2828.5,2089.5,-8.505116,-11.928293,1
155,37.20386224,0.040379272,2328,2460,3799,3990.5,2778.5,3707.5,3957.5,2458,2996,2215.5,-7.3819623,-10.856246,1
156,37.19245363,0.040469104,2339,2604,3362,3492.5,3055.5,3360.5,3424,2776,3427,2573,-10.418267,-16.943636,1
157,37.190657,0.040648767,2510,2743,3354,3507,3190.5,3376,3467,2920,3685.5,2995,-9.8970995,-16.879152,1
158,37.19478925,0.040648767,3048,3424,4384,4707,4019,4458,4743,3488,3697,2755,-8.67512,-14.74549,1
159,37.19182481,0.04082843,1950,2138,2731,3013.5,2692,2849.5,2905,2363.5,3411.5,2809.5,-9.80893,-17.11488,1
160,37.19200448,0.040918261,2040,2282,2914,3039.5,2679.5,2848.5,2966,2491,3409,2802,-10.112055,-16.201239,1
161,37.2008978,0.041367419,2841,2806,3041,3110,3001.5,3076,3112.5,2857,2855,2079,-8.0428915,-15.13097,1
162,37.19990965,0.041726745,2582,2660,4028,4201,2943.5,3775,4136.5,2646,2855.5,2071.5,-9.344172,-15.191335,1
163,37.14412427,0.04199624,2981,3018,4556,4746,3359.5,4328,4632,3072,3886.5,3079.5,-7.2351174,-14.431557,1
164,37.20170628,0.04199624,2370,2527,4213,4265,2795.5,3826.5,4203,2482,3202,2337,-10.364402,-14.060583,1
165,37.18544678,0.042265734,2352,2722,3512,3686.5,3270,3531,3644,3038,3589,2899.5,-8.811801,-17.51016,1
166,37.14493276,0.042355566,2719,3007,4908,4851,3370,4285,4677,3040,4249.5,3372,-7.66344,-14.285975,1
167,37.199191,0.042355566,2494,2737,3906,4064.5,3197,3757.5,4003,2885,3010.5,2229,-9.851471,-14.425512,1
168,37.18463829,0.042445397,2410,2652,3295,3023,2627,2865.5,2990.5,2752,3204,2510.5,-8.0498295,-16.673115,1
169,37.14574124,0.042714892,3110,3132,5580,5571,3708,4993,5469,3164,4325,3455,-6.459463,-13.447681,1
170,37.18490779,0.042804723,2697,3092,3752,3803,3350.5,3696.5,3784,3327,3444,2520.5,-9.157637,-16.041876,1
171,37.1843688,0.042894555,2562,2879,3681,3819.5,3333,3693,3741.5,3037,3578,2673,-9.359121,-16.720764,1
172,37.1442141,0.043074218,2300,2224,2912,2823,2184,2674,2797,2122,2465,1854,-6.495451,-15.084531,1
173,37.19990965,0.043164049,2287,2511,4182,4284,2839,3900.5,4199.5,2466,3047.5,2198.5,-7.6500187,-12.394849,1
174,37.14295646,0.043253881,1980,1988,2630,2631,2074,2413,2591,1908,2114,1659,-7.128772,-14.338111,1
175,37.19730454,0.043343712,2473,2791,3943,4107.5,3327.5,3872.5,4107.5,2979,3004.5,2202,-8.79955,-15.093458,1
176,37.19946049,0.043523376,2246,2417,4162,4249.5,2765,3817.5,4173,2378,3227,2306,-8.452971,-13.470627,1
177,37.14502259,0.043703039,3106,3294,5504,5676,3779,5037,5566,3354,4721,4001,-6.686595,-12.711408,1
178,37.19847235,0.043882702,2256,2499,4087,4136,2892.5,3829.5,4080.5,2467,3318.5,2445,-8.649245,-13.400587,1
179,37.19676555,0.043972533,2523,2844,3776,3954.5,3286,3806,3974,3059,2927,2157.5,-8.706712,-13.933025,1
180,37.14241747,0.044242028,2062,2106,3096,3433,2333,3145,3397,2062,2470,1896,-7.0947547,-12.905932,1
181,37.19802319,0.044331859,2251,2498,4132,4446,2805,3975,4304.5,2482,3269,2345.5,-8.574428,-13.078838,1
182,37.19757403,0.044421691,2255,2564,4490,4749.5,2893,4205,4648.5,2506,3342.5,2368.5,-7.3348722,-14.142254,1
183,37.14295646,0.044601354,2654,2710,4228,4614,3022,4142,4505,2638,3444,2488,-8.148225,-13.627634,1
184,37.14493276,0.044870848,3254,3470,5480,5072.5,3305.5,4517.5,4946,3354,3930.5,3087,-8.099145,-13.7664585,1
185,37.13864455,0.045320006,2449,2717,4618,4736.5,3010,4242,4611,2563,3607,2560.5,-7.391282,-13.776748,1
186,37.1442141,0.045499669,2547,2752,3262,3372.5,2871,2992,3184,2797,3922,2834,-7.276048,-13.762608,1
187,37.16056344,0.046038658,2510,2304,2632,2755,2236,2591,2735,2158,2428,1878,-8.608518,-15.572098,1
188,37.19568757,0.046308153,2651,2835,4190,4236,3165,3990,4192.5,2746,2951,2103.5,-9.144851,-13.498298,1
189,37.19703504,0.046397984,2483,2793,4072,4261,3220.5,4042.5,4229,2815,3129,2324,-8.886394,-14.096537,1
190,37.16020412,0.047026805,2071,2262,4116,3880.5,2512,3587,3820.5,2134,2917,2159.5,-7.8530326,-14.435626,1
191,37.16236007,0.047026805,2303,2405,2749,2806,2531.5,2750,2798.5,2381,2711.5,2168,-8.513752,-14.81148,1
192,37.16002445,0.047206468,2104,2322,3596,3584,2367,3333,3532,2192,2710,2028,-7.4342246,-14.0576515,1
193,37.19380111,0.047206468,2365,2566,3454,3679,3014.5,3504,3684.5,2654,3155,2288,-8.368339,-14.565233,1
194,37.16343805,0.0472963,2078,2294,4456,4819,2592,4316.5,4839.5,2132,3151.5,2213,-9.519166,-15.463674,1
195,37.16388721,0.047386131,2208,2384,3786,4033,2514,3787,4088,2224,2871,2088,-8.350483,-13.922547,1
196,37.15688035,0.047475963,2979,3022,4220,4542,3260,4203,4495.5,2942,3158,2212.5,-6.6246796,-15.026469,1
197,37.15750917,0.047565794,2331,2423,2782,2835.5,2529.5,2762.5,2828.5,2442,2753.5,2246,-8.8153,-14.764304,1
198,37.16451603,0.047565794,2170,2282,2808,2958,2424,2803,2923,2272,2596,1966,-8.345039,-15.034426,1
199,37.16262957,0.047655626,2322,2426,3022,3260.5,2599.5,3129,3261,2378,2803,2146,-7.395028,-13.861179,1
200,37.15625153,0.047745457,1955.5,1988.5,2861,3259,2177.5,2954.5,3121,1827,2794,2172.5,-8.266284,-15.722294,1
201,37.1644262,0.047745457,2004,2224,2934,3030,2284,2706,2807,2194,2724,2147,-8.081571,-14.738243,1
202,37.16092277,0.047835289,2190,2362,4408,4097.5,2522.5,3767,4101,2235,3000.5,2163,-5.9834094,-14.945207,1
203,37.16370755,0.047835289,2219,2406,5096,5044,2708.5,4486,5078,2300,3130.5,2160.5,-7.6549735,-15.395243,1
204,37.15670069,0.04792512,2114,2209,2506,2652.5,2356,2574,2610.5,2226,2633,2115.5,-8.100786,-16.254333,1
205,37.16209058,0.048014952,2160,2290,3412,3535,2554.5,3243.5,3454.5,2211,3147,2338,-7.504952,-12.986173,1
206,37.16020412,0.048104783,2036,2235,4666,4636.5,2462,4085.5,4559,2075,3064.5,2155,-7.658989,-14.304248,1
207,37.16523468,0.048104783,1810.5,1948.5,3244,3368.5,2118.5,3007,3371.5,1816.5,2487.5,1885.5,-7.5234985,-14.641357,1
208,37.16361771,0.048284447,2127,2254,4662,4409,2548.5,3837,4313.5,2140,3077,2229.5,-7.93508,-15.751132,1
209,37.16191092,0.04846411,2195,2323,5274,5333.5,2546,4548.5,5183,2173,3147,2148.5,-8.731538,-15.247469,1
210,37.15993462,0.048553941,2224,2408,2902,3123,2596,2858,2950,2342,3293,2430,-7.5932474,-14.221652,1
211,37.16496519,0.048553941,1975.5,2081,4654,4381.5,2274,3844.5,4412.5,1873,2642.5,1900.5,-7.5304804,-14.371413,1
212,37.16298889,0.048643773,2194,2386,5486,5469.5,2619,4780,5452.5,2176,3255.5,2190,-7.9833956,-14.750724,1
213,37.16559401,0.048643773,1760,1874,3788,3450.5,1993,3031.5,3461,1716.5,2340,1830.5,-8.001426,-15.204764,1
214,37.16828895,0.048733604,1862.5,1971.5,3221,3457.5,2205.5,3200,3502.5,1829,2565,1917.5,-7.4795284,-15.304267,1
215,37.15975496,0.048913267,2048.5,2298,3450,3671.5,2725.5,3377.5,3563.5,2313,3287.5,2484,-7.3599277,-14.023379,1
216,37.16200075,0.048913267,2208,2404,3337,3350,2664,3225,3374.5,2334,3133,2378,-9.061877,-16.02654,1
