"timestamp","value1","value2","value3"
"2024-09-06 04:56:50.381477",869,"daf10035-6b53-4507-8c12-7631420e9105","0.37554991431506834"
"2024-09-06 04:56:50.390564",881,"97f4f4bc-6d54-44c5-800d-0410b08a7333","0.10667786200557772"
"2024-09-06 04:57:10.382927",188,"23095c33-8bad-4e8e-b607-3509ed1cedb2","0.5518377062964075"
"2024-09-06 04:57:10.39123",237,"0bfa6ba7-3916-42c2-b612-702fa31d5480","0.162241885421057"
"2024-09-06 04:57:30.390532",314,"46d6d81d-d232-49f9-8dac-6c862f70dfdd","0.20843422695945601"
"2024-09-06 04:57:30.394065",719,"1e1c85ae-b326-408c-bd1d-2b9e0e94aff7","0.3822167893128624"
"2024-09-06 04:57:50.391094",574,"7d470c69-5c4f-4c41-ab0d-fefa621d2ca9","0.9940495349095274"
"2024-09-06 04:57:50.406284",477,"2c82e2a3-78ba-4f54-ac50-17878e7d6872","0.8677532858534219"
"2024-09-06 04:58:10.383855",472,"ff985292-d743-4799-a8e2-b18952b4d9b4","0.339048223191702"
"2024-09-06 04:58:10.387497",48,"a0d770af-3ebf-49da-b606-302b59783a97","0.8771793612900995"
"2024-09-06 04:58:30.390416",178,"14c38f17-e1f0-459e-89c2-b2cd5fa04000","0.7846706667470277"
"2024-09-06 04:58:30.409705",62,"c21a61eb-de2f-49fe-af9f-b0fb32a6dcdc","0.7534456510474815"
"2024-09-06 04:58:50.381631",624,"e9310bb2-ce55-4398-98ea-1459c2b3bc3e","0.0008179898728566393"
"2024-09-06 04:58:50.388382",346,"1502c778-95c1-4394-916b-9fb6321cb5b9","0.27008727146577605"
