event_id,event,user_id,item_id,item_quantity,event_time,os,page,url,item_name,item_price
4d208905556ef298c0eed42abb53a8f5,purchased_item,16,21,1,2023-07-19T15:07:55.195,ios,food,www.example.com,Pasta Sauce,8.00
4d208905556ef298c0eed42abb53a8f5,purchased_item,16,21,1,2023-07-19T15:07:55.195,ios,food,www.example.com,Pasta Sauce,8.00
4ea5090f30b39919767499089c24f9f1,entered_payment_method,16,23,0,2023-07-19T15:07:46.995,android,food,www.example.com,Noodle,6.00
4ea5090f30b39919767499089c24f9f1,entered_payment_method,16,23,0,2023-07-19T15:07:46.995,android,food,www.example.com,Noodle,6.00
4ec97a25eeee84fe0e01efbd62c97a71,liked_item,19,53,0,2023-07-19T15:07:59.355,android,books,www.example.com,Learning Python,30.00
4ec97a25eeee84fe0e01efbd62c97a71,liked_item,19,53,0,2023-07-19T15:07:59.355,android,books,www.example.com,Learning Python,30.00
4fa1b23ca24ee97bd35f1effdff4be18,liked_item,49,22,0,2023-07-19T15:07:49.018,android,food,www.example.com,Cake Mix,12.00
4fa1b23ca24ee97bd35f1effdff4be18,liked_item,49,22,0,2023-07-19T15:07:49.018,android,food,www.example.com,Cake Mix,12.00
522c700be7c407dad7c6cb8d59db0fc2,entered_payment_method,31,33,0,2023-07-19T15:07:56.233,android,electronics,www.example.com,Mouse,15.00
522c700be7c407dad7c6cb8d59db0fc2,entered_payment_method,31,33,0,2023-07-19T15:07:56.233,android,electronics,www.example.com,Mouse,15.00
537139b369f4a568be7457589c300e07,entered_payment_method,37,31,0,2023-07-19T15:07:42.900,android,electronics,www.example.com,Head phone,25.00
537139b369f4a568be7457589c300e07,entered_payment_method,37,31,0,2023-07-19T15:07:42.900,android,electronics,www.example.com,Head phone,25.00
5b6cb27c68d1827aae1ee9f897972cf8,clicked_item_description,31,53,0,2023-07-19T15:07:58.311,web,books,www.example.com,Learning Python,30.00
5b6cb27c68d1827aae1ee9f897972cf8,clicked_item_description,31,53,0,2023-07-19T15:07:58.311,web,books,www.example.com,Learning Python,30.00
5ed90a9746868e01531d2a3746c868f8,liked_item,39,42,0,2023-07-19T15:07:43.911,ios,home,www.example.com,Kettle,15.00
5ed90a9746868e01531d2a3746c868f8,liked_item,39,42,0,2023-07-19T15:07:43.911,ios,home,www.example.com,Kettle,15.00
63b9dfc5a3ba17977ab9d1b2cbcc3aa0,clicked_review,23,32,0,2023-07-19T15:07:56.273,web,electronics,www.example.com,Keyboard,20.00
63b9dfc5a3ba17977ab9d1b2cbcc3aa0,clicked_review,23,32,0,2023-07-19T15:07:56.273,web,electronics,www.example.com,Keyboard,20.00
705bc2a6693e05e9a5c7e7cc5f6149ae,reviewed_item,27,22,0,2023-07-19T15:07:59.343,android,food,www.example.com,Cake Mix,12.00
705bc2a6693e05e9a5c7e7cc5f6149ae,reviewed_item,27,22,0,2023-07-19T15:07:59.343,android,food,www.example.com,Cake Mix,12.00
7294b0614c250a8a6c528ee5412cf0a3,reviewed_item,13,41,0,2023-07-19T15:08:00.389,web,home,www.example.com,Dinner set,30.00
7294b0614c250a8a6c528ee5412cf0a3,reviewed_item,13,41,0,2023-07-19T15:08:00.389,web,home,www.example.com,Dinner set,30.00
7ebf58848b84084106fc783ed2b820dc,purchased_item,5,43,3,2023-07-19T15:07:58.334,web,home,www.example.com,Cutting board,20.00
7ebf58848b84084106fc783ed2b820dc,purchased_item,5,43,3,2023-07-19T15:07:58.334,web,home,www.example.com,Cutting board,20.00
82ea1953c17fc390e6c6d6ad2a54ceb2,clicked_review,27,13,0,2023-07-19T15:07:39.855,android,apparel,www.example.com,Jacket,15.00
82ea1953c17fc390e6c6d6ad2a54ceb2,clicked_review,27,13,0,2023-07-19T15:07:39.855,android,apparel,www.example.com,Jacket,15.00
840eeb5123d714f5d05faacb1e2ec2ad,entered_payment_method,20,31,0,2023-07-19T15:07:56.215,ios,electronics,www.example.com,Head phone,25.00
840eeb5123d714f5d05faacb1e2ec2ad,entered_payment_method,20,31,0,2023-07-19T15:07:56.215,ios,electronics,www.example.com,Head phone,25.00
879cf9b84db19006f7857e1fb154f405,clicked_review,13,12,0,2023-07-19T15:07:57.291,web,apparel,www.example.com,TShirt,5.00
879cf9b84db19006f7857e1fb154f405,clicked_review,13,12,0,2023-07-19T15:07:57.291,web,apparel,www.example.com,TShirt,5.00
884effb2be787ba32b1452f090ae95dd,entered_payment_method,47,11,0,2023-07-19T15:07:55.175,ios,apparel,www.example.com,Shirt,10.00
884effb2be787ba32b1452f090ae95dd,entered_payment_method,47,11,0,2023-07-19T15:07:55.175,ios,apparel,www.example.com,Shirt,10.00
94633a17da9ec5e29d9e7d07c2ad8d68,reviewed_item,47,43,0,2023-07-19T15:07:54.142,ios,home,www.example.com,Cutting board,20.00
94633a17da9ec5e29d9e7d07c2ad8d68,reviewed_item,47,43,0,2023-07-19T15:07:54.142,ios,home,www.example.com,Cutting board,20.00
a244d33c419418c6f139ccb959bb43f6,clicked_item_description,29,51,0,2023-07-19T15:07:44.971,web,books,www.example.com,Data Sciences Book,25.00
a244d33c419418c6f139ccb959bb43f6,clicked_item_description,29,51,0,2023-07-19T15:07:44.971,web,books,www.example.com,Data Sciences Book,25.00
a30aabf92f2ed247a872bea3d9c44a97,liked_item,22,13,0,2023-07-19T15:08:02.440,ios,apparel,www.example.com,Jacket,15.00
a30aabf92f2ed247a872bea3d9c44a97,liked_item,22,13,0,2023-07-19T15:08:02.440,ios,apparel,www.example.com,Jacket,15.00
a639497dc3cd41d5a1bb112a0a83cfb5,liked_item,7,32,0,2023-07-19T15:07:43.929,web,electronics,www.example.com,Keyboard,20.00
a639497dc3cd41d5a1bb112a0a83cfb5,liked_item,7,32,0,2023-07-19T15:07:43.929,web,electronics,www.example.com,Keyboard,20.00
a6ecf9361d4b18a8371d0b8c53c45013,entered_payment_method,32,31,0,2023-07-19T15:07:58.301,web,electronics,www.example.com,Head phone,25.00
a6ecf9361d4b18a8371d0b8c53c45013,entered_payment_method,32,31,0,2023-07-19T15:07:58.301,web,electronics,www.example.com,Head phone,25.00
c02266c2cba875c28dfd8fcab1fe7b35,clicked_item_description,42,41,0,2023-07-19T15:08:00.406,android,home,www.example.com,Dinner set,30.00
c02266c2cba875c28dfd8fcab1fe7b35,clicked_item_description,42,41,0,2023-07-19T15:08:00.406,android,home,www.example.com,Dinner set,30.00
cba8e524c3e02d09347062ae8587a902,entered_payment_method,49,33,0,2023-07-19T15:07:56.243,ios,electronics,www.example.com,Mouse,15.00
cba8e524c3e02d09347062ae8587a902,entered_payment_method,49,33,0,2023-07-19T15:07:56.243,ios,electronics,www.example.com,Mouse,15.00
ce3bf56d6a16cbeb50e07021afc6a674,purchased_item,30,13,3,2023-07-19T15:07:49.030,web,apparel,www.example.com,Jacket,15.00
ce3bf56d6a16cbeb50e07021afc6a674,purchased_item,30,13,3,2023-07-19T15:07:49.030,web,apparel,www.example.com,Jacket,15.00
d0340e25eec6c7db9484c3d165214e50,clicked_item_description,14,31,0,2023-07-19T15:07:44.963,web,electronics,www.example.com,Head phone,25.00
d0340e25eec6c7db9484c3d165214e50,clicked_item_description,14,31,0,2023-07-19T15:07:44.963,web,electronics,www.example.com,Head phone,25.00
d2eba396e257b4eeb4cd7b5d3109814a,clicked_item_description,22,52,0,2023-07-19T15:08:00.368,android,books,www.example.com,Cookbook,15.00
d2eba396e257b4eeb4cd7b5d3109814a,clicked_item_description,22,52,0,2023-07-19T15:08:00.368,android,books,www.example.com,Cookbook,15.00
e916fcc1b671ee416a62f75a0067e261,liked_item,39,42,0,2023-07-19T15:08:00.398,web,home,www.example.com,Kettle,15.00
e916fcc1b671ee416a62f75a0067e261,liked_item,39,42,0,2023-07-19T15:08:00.398,web,home,www.example.com,Kettle,15.00
eb307710c9abc4dc581d1952e3e4f6e4,clicked_review,38,13,0,2023-07-19T15:07:49.041,ios,apparel,www.example.com,Jacket,15.00
eb307710c9abc4dc581d1952e3e4f6e4,clicked_review,38,13,0,2023-07-19T15:07:49.041,ios,apparel,www.example.com,Jacket,15.00
ebc78264892027d9aa67ad2d5cc426ce,liked_item,14,12,0,2023-07-19T15:08:01.417,android,apparel,www.example.com,TShirt,5.00
ebc78264892027d9aa67ad2d5cc426ce,liked_item,14,12,0,2023-07-19T15:08:01.417,android,apparel,www.example.com,TShirt,5.00
ecd39aad4c785141ecc98316e31871a3,clicked_item_description,24,32,0,2023-07-19T15:07:51.086,android,electronics,www.example.com,Keyboard,20.00
ecd39aad4c785141ecc98316e31871a3,clicked_item_description,24,32,0,2023-07-19T15:07:51.086,android,electronics,www.example.com,Keyboard,20.00
f1a85e4af01cb7a7eb8fd53e743eabf6,clicked_review,5,31,0,2023-07-19T15:07:52.107,ios,electronics,www.example.com,Head phone,25.00
f1a85e4af01cb7a7eb8fd53e743eabf6,clicked_review,5,31,0,2023-07-19T15:07:52.107,ios,electronics,www.example.com,Head phone,25.00
f5944201e3b0b3e22ecd2d87395a1a7f,entered_payment_method,25,51,0,2023-07-19T15:07:40.866,web,books,www.example.com,Data Sciences Book,25.00
f5944201e3b0b3e22ecd2d87395a1a7f,entered_payment_method,25,51,0,2023-07-19T15:07:40.866,web,books,www.example.com,Data Sciences Book,25.00
f9c4f3be67f53ea1118f7b042ce6fd46,reviewed_item,42,23,0,2023-07-19T15:07:55.164,web,food,www.example.com,Noodle,6.00
f9c4f3be67f53ea1118f7b042ce6fd46,reviewed_item,42,23,0,2023-07-19T15:07:55.164,web,food,www.example.com,Noodle,6.00
fc18e8828af4e2e15dd2a8bda732999d,liked_item,37,51,0,2023-07-19T15:07:45.985,ios,books,www.example.com,Data Sciences Book,25.00
fc18e8828af4e2e15dd2a8bda732999d,liked_item,37,51,0,2023-07-19T15:07:45.985,ios,books,www.example.com,Data Sciences Book,25.00
