event_id,event,user_id,item_id,item_quantity,event_time,os,page,url,item_id0,item_name,item_price,page0
ad0e593351497eaf02e9b65211818ebe,purchased_item,38,52,4,2023-07-19T14:53:32.507,web,electronics,www.example.com,52,Cookbook,15.00,books
ad0e593351497eaf02e9b65211818ebe,purchased_item,38,52,4,2023-07-19T14:53:32.507,web,electronics,www.example.com,52,Cookbook,15.00,books
ae72617c416edd6f39099cf61ff01f91,liked_item,9,13,0,2023-07-19T14:53:33.567,ios,home,www.example.com,13,Jacket,15.00,apparel
ae72617c416edd6f39099cf61ff01f91,liked_item,9,13,0,2023-07-19T14:53:33.567,ios,home,www.example.com,13,Jacket,15.00,apparel
bcb2c5856574100a5529246623014c71,entered_payment_method,12,13,0,2023-07-19T14:53:33.558,ios,electronics,www.example.com,13,Jacket,15.00,apparel
bcb2c5856574100a5529246623014c71,entered_payment_method,12,13,0,2023-07-19T14:53:33.558,ios,electronics,www.example.com,13,Jacket,15.00,apparel
cc1cf12540ca9e31229caaff83c4465e,clicked_item_description,9,11,0,2023-07-19T14:53:28.452,ios,electronics,www.example.com,11,Shirt,10.00,apparel
cc1cf12540ca9e31229caaff83c4465e,clicked_item_description,9,11,0,2023-07-19T14:53:28.452,ios,electronics,www.example.com,11,Shirt,10.00,apparel
cd5d724a87bb1c18849bf98307f0d0d2,reviewed_item,32,32,0,2023-07-19T14:53:25.398,ios,home,www.example.com,32,Keyboard,20.00,electronics
cd5d724a87bb1c18849bf98307f0d0d2,reviewed_item,32,32,0,2023-07-19T14:53:25.398,ios,home,www.example.com,32,Keyboard,20.00,electronics
ce0b2a6ba9c45c8b3dea079604dde313,entered_payment_method,22,33,0,2023-07-19T14:53:33.538,web,apparel,www.example.com,33,Mouse,15.00,electronics
ce0b2a6ba9c45c8b3dea079604dde313,entered_payment_method,22,33,0,2023-07-19T14:53:33.538,web,apparel,www.example.com,33,Mouse,15.00,electronics
d21012bae089baa22cfb9763b2b1c7e6,clicked_review,21,21,0,2023-07-19T14:53:27.441,web,books,www.example.com,21,Pasta Sauce,8.00,food
d21012bae089baa22cfb9763b2b1c7e6,clicked_review,21,21,0,2023-07-19T14:53:27.441,web,books,www.example.com,21,Pasta Sauce,8.00,food
d7734ea3bb0409dc49cc4e5d953dbde4,reviewed_item,1,43,0,2023-07-19T14:53:33.517,android,food,www.example.com,43,Cutting board,20.00,home
d7734ea3bb0409dc49cc4e5d953dbde4,reviewed_item,1,43,0,2023-07-19T14:53:33.517,android,food,www.example.com,43,Cutting board,20.00,home
df80e2e1e1b891ec6a9723ef838b7ab9,purchased_item,28,22,2,2023-07-19T14:53:23.366,web,electronics,www.example.com,22,Cake Mix,12.00,food
df80e2e1e1b891ec6a9723ef838b7ab9,purchased_item,28,22,2,2023-07-19T14:53:23.366,web,electronics,www.example.com,22,Cake Mix,12.00,food
ef57d1f944398300f01f93e9dd5c3ca7,liked_item,30,22,0,2023-07-19T14:53:22.354,android,books,www.example.com,22,Cake Mix,12.00,food
ef57d1f944398300f01f93e9dd5c3ca7,liked_item,30,22,0,2023-07-19T14:53:22.354,android,books,www.example.com,22,Cake Mix,12.00,food
