article_text,category,confidence
"b'Steel firm \'to cut\' 45,000 jobs\n\nMittal Steel, one of the world\'s largest steel producers, could cut up to 45,000 jobs over the next five years, its chief executive has said.\n\nThe Netherlands-based company is due to complete its $4.5bn acquisition of US firm ISG next month, making it one of the largest global firms of its kind. However, Lakshmi Mittal has told investors the combined company will have to shed thousands of jobs. The Indian-born magnate did not say where the job losses would fall.\n\nMr Mittal told US investors that once the acquisition of International Steel Group was completed, the company would aim to reduce its workforce by between 7,000 and 8,000 annually. This could see its workforce trimmed from 155,000 to 110,000 staff by 2010. ""We are investing in modernisation so employees will go down,"" Mr Mittal told the conference in Chicago.\n\nMittal Steel was formed last year when Mr Mittal\'s LNM Holdings merged with Dutch firm Ispat. A combination of Mittal Steel and ISG would have annual sales of $32bn (\xc2\xa316.7bn; 24.1bn euros) and a production capacity of 70 million tonnes.\n\nA Mittal Steel spokeman said that no decisions on job cuts have been made yet. ""We are trying to create a sustainable steel industry and if we want to do that, we have to invest in new technology,"" a spokesman said. Mittal Steel has operations in 14 countries. Many of its businesses - particularly those in eastern Europe - were previously state owned and have huge workforces. It employs 50,000 staff in Kazakhstan alone, and has large operations in Romania, the Czech Republic, South Africa and the United States.\n'",/Business & Industrial/Metals & Mining,0.87000000476837158
"b'Film row over Pirates \'cannibals\'\n\nPlans to portray Dominica\'s Carib Indians as cannibals in the sequel to hit film Pirates of the Caribbean have been criticised by the group\'s chief.\n\nCarib Chief Charles Williams said talks with Disney\'s producers revealed there was ""a strong element of cannibalism in the script which cannot be removed"". The Caribbean island\'s government said Disney planned to film in Dominica. The Caribs have long denied their ancestors practised cannibalism. Disney was unavailable for comment. ""Our ancestors stood up against early European conquerors and because they stood up...we were labelled savages and cannibals up to today,"" said Mr Williams.\n\n""This cannot be perpetuated in movies."" Shooting on the sequel is expected to begin in April, with hundreds of Dominicans applying to be extras in the movie.\n\nAbout 3,000 Caribs live on the island of Dominica, which has a population of 70,000. Many Caribs were killed by disease and war during colonisation up to the 1600s. Mr Williams said he had received support from indigenous groups around the world in his efforts to have cannibalism references removed from the film. But he admitted there were some members of the Carib council who did not support the campaign. He said some did not ""understand our history, they are weak and are not committed to the cause of the Carib people"". The first Pirates of the Caribbean film took $305m (\xc2\xa3162m) at the box office in the US alone. The cast and crew are to work on two sequels back-to-back, with the first to be released in 2006.\n'",/Arts & Entertainment/Movies,0.87000000476837158
"b'Drink remark \'acts as diversion\'\n\nThe first minister\'s statement that it was okay to get drunk ""once in a while"" has diverted attention from the real issues, it has been claimed.\n\nJack Law, chief executive of Alcohol Focus Scotland, said Jack McConnell\'s comment was ""ill-advised"". The media attention had helped to move the focus from Scotland\'s binge drinking problems, Mr Law said. Scotsman journalist Hamish MacDonell said he believed the bigger picture had been ""obscured"" by the remark. Mr McConnell was speaking on Monday to more than 100 secondary pupils from schools in the Highlands about the problems of binge drinking and drink promotions.\n\nThe one-sentence comment was immediately criticised by the Scottish National Party which accused him of encouraging young people to get drunk. But the Scottish Executive has insisted Mr McConnell was speaking about adults and his comments were ""a recognition that people will get drunk"". Mr MacDonell, political editor of The Scotsman, said: ""I think we have to say right at the outset that this was a very stupid and ill-advised remark by the first minister. ""If you come out with something like this, saying that by all means get drunk, then you will be pilloried for it."" However, he added that ""perhaps Mr McConnell could feel rightly aggrieved about the coverage"".\n\nMr MacDonell said: ""I think the problem here is that he did say a lot more things about binge drinking and under age drinking. ""But that whole side of things has been lost in the furore over one sentence. I understand why, but I think there is a much bigger message here that has been obscured."" Mr Law, from voluntary body Alcohol Focus Scotland, believed damage had been done to Scotland\'s fight against binge drinking. He said he accepted that young people drank and they did have problems with drink. Mr Law added: ""I think the remark was ill-advised - but these remarks are blown out of all proportion and they so easily misrepresent what we are trying to do in Scotland.\n\n""We don\'t want to preach to young people, but we need to acknowledge that they do drink problematically. ""This diverts us from the real issues which are about promoting responsibility and reducing harm and indeed tackling our drinking culture which is a culture about binge drinking and drunkenness."" He said it was vital that young people were properly informed about the risks incurred to themselves and others when they got drunk. Mr MacDonell said that the first minister should know by now that if he said things which were ""off the mark"", they were bound to ""come back and bite him"". He added: ""Here, Mr McConnell was talking in the Highlands to 100 teenagers and every word he said was put out on a webcast by the Scottish Executive and then looked at by other politicians and reporters. ""I think in this instance he has done a lot of really good things and he will be regretting this remark.""\n\nThe Scottish National Party\'s Holyrood leader Nicola Sturgeon wrote to Mr McConnell on Tuesday accusing him of an error of judgement and calling for him to apologise for his ""ill-judged comment"" and withdraw it immediately. In a furious response, the first minister said his comments had been distorted and taken out of context. He told Ms Sturgeon: ""It is disappointing that you have contributed to this distortion by saying it is staggering that I \'should encourage young people to get drunk\'. ""That is completely untrue. Perhaps it would have been wiser for you to find out what was actually said before you rushed to represent my position, undermine the convener of education at Highland Council and insult the intelligence of the young people I spoke with - all for the sake of a simple soundbite.""\n'",/News/Politics,0.87000000476837158
"b'Lib Dems \'to target stamp duty\'\n\nThe Liberal Democrats are promising to raise the stamp duty threshold if they win the general election, in a bid to court first-time house buyers.\n\nVince Cable, the party\'s Treasury spokesman, said raising the threshold to \xc2\xa3150,000 would prevent over 400,000 home-buyers from paying the tax. He said first-time buyers were being ""squeezed out"" of the housing market. The Labour party said the Liberal Democrats needed to explain how they would pay for the plan. The plan forms part of a wider Lib Dems policy to encourage first time buyers and those on lower incomes into the market.\n\nUnder the proposals, the average saving for a new buyer would be more than \xc2\xa31,000, according to Mr Cable. ""First time buyers are being squeezed out of the housing market not only by higher house prices but also by being swept into the stamp duty net,"" he said. ""By failing to uprate the stamp duty threshold Gordon Brown has hit first time buyers and those on low incomes the hardest. ""By pledging to increase the threshold to \xc2\xa3150,000, the Liberal Democrats will make it possible for many first time buyers to buy a property without facing this tax."" Paul Boateng MP, Labour\'s Chief Secretary to the Treasury, said: ""The Lib Dems\' sums don\'t add up. ""They can have no credibility until they can say how they would fund their ever growing list of tax and spending commitments."" Mr Cable will publish his ""Alternative Budget"" on Monday.\n'",/News/Politics,0.87000000476837158
"b'IAAF will contest Greek decision\n\nThe International Association of Athletics Federations will appeal against the acquittal of Greek athletes Kostas Kenteris and Katerina Thanou.\n\nThe high-profile duo were cleared of doping offences by the Greek Athletics Federation (Segas) last month. Now the IAAF will lodge an appeal with the Court of Arbitration for Sport (CAS) and has suspended both athletes. An IAAF statement said: ""The Doping Review Board concluded that the decision is erroneous."" The statement continued: ""Both athletes\' cases will be refered to arbitration before the CAS. The decision in both cases will be final and binding.""\n\nSegas said the IAAF appeal was ""expected"" and ""understandable."" ""Now we are going to await the final result, which we cannot prejudge,"" said Segas chairman Vassilis Sevastis. Kenteris, who won Olympic 200m gold at the 2000 Olympics, and Thanou were suspended by the IAAF last December after failing to take routine drugs tests before the Athens Games. However, the independent tribunal overturned those bans, clearing the sprinters of avoiding tests in Tel Aviv, Chicago and Athens and failing to notify anti-doping officials of their whereabouts before the Olympics.\n\nKenteris\' lawyer Gregory Ioannidis described the IAAF\'s decision as ""not unexpected"" but told BBC Sport he did not expect the organisation to take action so quickly. ""The IAAF\'s timing is extremely surprising and it creates concerns and questions,"" said Ioannidis. ""The IAAF has not yet received the complete file of proceedings which include statements, testimonies, the closing speeches of defence counsel... and nine audio tapes.\n\n""We have the evidence and it is time the world discovered the truth."" Kenteris and Thanou dramatically withdrew from last summer\'s Olympics after missing a drugs test at the Olympic Village on 12 August. The pair then spent four days in a hospital, claiming they had been injured in a motorcycle crash. It was the International Olympic Committee who demanded the IAAF investigate the affair. Thanou and Kenteris still face a criminal trial later this year for allegedly avoiding the test and then faking a motorcycle accident\n'",/Sports/Individual Sports/Track & Field,0.87000000476837158
"b""Clyde 0-5 Celtic\n\nCeltic brushed aside Clyde to secure their place in the Scottish Cup semi-final, but only after a nervy and testing first half.\n\nThe home side's Craig Bryson had a goal chopped off before Stan Varga headed Celtic into the lead. Alan Thompson scored from the penalty spot at the start of the second half after Shaun Maloney had been fouled. Stilian Petrov slid in a third, Varga tapped in his second and Craig Bellamy completed the rout with a fine drive. Bryn Halliwell was the busier keeper early on, saving from Bellamy, Chris Sutton and Juninho. Clyde had the ball in the net after half-an-hour through a tremendous strike from Bryson, but the referee had already blown for a foul by Petrov. From the resulting free kick, Darren Sheridan curled the ball round the Celtic wall only for the post to deny him. Back at the other end, Halliwell did well to come off his line and block Bellamy's effort to lift the ball over him. The keeper misjudged a corner that Stephane Henchoz headed wide, but a similar scenario five minutes before the break led to the opening goal. The ball was delivered from the left and Halliwell was left floundering as Varga glanced the ball into the net.\n\nMaloney replaced the injured Sutton at half time and he marked his first competitive appearance after a year out injured by helping his side take a two-goal lead just after the break. The young striker fired a free kick straight into the Clyde wall but as he collected the rebound, he was tripped by Bryson and Thompson converted the penalty. Sheridan and Bellamy were involved in something of a flare-up that led to both being booked after the intervention of the assistant referee. Juninho brought out another good save from Halliwell and then Petrov saw a tremendous effort come off the top of the bar. But Petrov and Juninho combined brilliantly to allow the Bulgarian to make it 3-0 on the hour mark - a quick one-two giving him the time and space to steer the ball past Halliwell from 12 yards. Varga got his second goal of the game as Celtic drove home their advantage - Thompson whipped in a corner from the right and the unmarked defender simply tapped the ball over the line from a couple of yards out. Celtic were utterly dominant by this stage and Bellamy opened his scoring account for the club after a fine move involving Aiden McGeady, Jackie McNamara and Maloney culminated in the Welshman hammering the ball into the net. Halliwell kept the deficit at five by pushing a McGeady shot wide as the game petered out.\n\nHalliwell, Mensing, Bollan, Balmer, Potter, Sheridan (Burns 61), Arbuckle (Gilhaney 61), Gibson, Bryson (Jones 78), Malone, Harty.\n\nMorrison, Wilson.\n\nMensing, Sheridan.\n\nDouglas, Henchoz, McNamara, Balde, Varga, Juninho Paulista, Thompson, Lennon (Lambert 70), Sutton (Maloney 45), Petrov (McGeady 70), Bellamy.\n\nMarshall, Laursen.\n\nThompson, Bellamy.\n\n: Varga 40, Thompson 48 pen, Petrov 60, Varga 68, Bellamy 72.\n\n8,200\n\nC Thomson\n""",/Arts & Entertainment/Music & Audio,0.87000000476837158
"b'Cars pull down US retail figures\n\nUS retail sales fell 0.3% in January, the biggest monthly decline since last August, driven down by a heavy fall in car sales.\n\nThe 3.3% fall in car sales had been expected, coming after December\'s 4% rise in car sales, fuelled by generous pre-Christmas special offers. Excluding the car sector, US retail sales were up 0.6% in January, twice what some analysts had been expecting. US retail spending is expected to rise in 2005, but not as quickly as in 2004.\n\nSteve Gallagher, US chief economist at SG Corporate & Investment Banking, said January\'s figures were ""decent numbers"".\n\n""We are not seeing the numbers that we saw in the second half of 2004, but they are still pretty healthy,"" he added. Sales at appliance and electronic stores were down 0.6% in January, while sales at hardware stores dropped by 0.3% and furniture store sales dipped 0.1%. Sales at clothing and clothing accessory stores jumped 1.8%, while sales at general merchandise stores, a category that includes department stores, rose by 0.9%. These strong gains were in part put down to consumers spending gift vouchers they had been given for Christmas.\n\nSales at restaurants, bars and coffee houses rose by 0.3%, while grocery store sales were up 0.5%. In December, overall retail sales rose by 1.1%. Excluding the car sector, sales rose by just 0.3%. Parul Jain, deputy chief economist at Nomura Securities International, said consumer spending would continue to rise in 2005, only at a slower rate of growth than in 2004. ""Consumers continue to retain their strength in the first quarter,"" he said. Van Rourke, a bond strategist at Popular Securities, agreed that the latest retail sales figures were ""slightly stronger than expected"".\n'",/Business & Industrial,0.60000002384185791
"b'EU aiming to fuel development aid\n\nEuropean Union finance ministers meet on Thursday to discuss proposals, including a tax on jet fuel, to boost development aid for poorer nations.\n\nThe policy makers are to ask for a report into how more development money can be raised, the EU said. The world\'s richest countries have said they want to increase the amount of aid they give to 0.7% of their annual gross national income by 2015. Airlines have reacted strongly against the proposed fuel levy.\n\nProfits have been under pressure in the airline industry, with low-cost firms driving down prices and demand dipping after the 11 September terrorist attacks and the outbreak of the killer SARS virus.\n\nThings have picked up, but some European and US companies are teetering on the brink of bankruptcy. At present, the fuel used by airlines enjoys either a very low tax rate or is untaxed in EU member states. ""Of course we applaud humanitarian initiatives, but why target the airlines?"" said Ulrich Schulte-Strathaus, secretary general of the Association of European Airlines. ""Our industry is in the midst of a fundamental crisis...only to be once again confronted with a measure designed to increase our costs,"" he continued.\n\nThe EU sought to allay the airlines\' fears, stressing that Thursday\'s meeting was only a first step and that other proposals were also under consideration. It added that any plan to levy taxes on jet fuel ""should not hinder the competitiveness of the airlines and that they themselves will not be solely funding development"". Any tax would only be implemented after full consultation with the airlines, the EU said. There is thought to be widespread support for the plan - tabled by France and Germany following the recent G7 meeting of the world\'s richest nations - from EU ministers. The issue of poverty in Africa and South Asia has forced itself to the top of the politicial agenda, with politicians and campaigners calling for more to be done. At their meeting in London, G7 finance ministers backed plans to write off up to 100% of the debts of some of the world\'s poorest countries.\n'",/Law & Government/Government,0.60000002384185791
"b'Budget Aston takes on Porsche\n\nBritish car maker Aston Martin has gone head-to-head with Porsche\'s 911 sports cars with the launch of its cheapest model yet.\n\nWith a price tag under \xc2\xa380,000, the V8 Vantage is tens of thousands of pounds cheaper than existing Aston models. The Vantage is ""the most important car in the history of our company"", said Aston\'s chief executive Ulrich Bez. Aston - whose cars were famously used by James Bond - will unveil the Vantage at the Geneva Motor Show on Thursday. Mr Bez - himself a former executive at rival Porsche - said the new car was the company\'s ""most affordable car ever and makes the brand accessible"". This in turn would make Aston Martin ""globally visible, but still very, very exclusive"", he added.\n\nFirst shown as a concept car at the 2003 North American International Auto Show in Detroit, the V8 Vantage will be available in the UK in late summer. Development costs for the Vantage have been kept low by sharing a platform with Aston\'s DB9, which Mr Bez described as ""the previous most important car for our company"". There is currently an 18 months waiting list for the DB9, Mr Bez said. The Vantage will be built at the new Aston factory in Gaydon, near Warwick, and should more than double Aston\'s total output from about 2,000 presently.\n'",/Autos & Vehicles/Motor Vehicles (By Type),0.60000002384185791
"b'Brown visits slum on Africa trip\n\nChancellor Gordon Brown has visited Kenya\'s biggest shantytown as he opened a week-long visit to Africa.\n\nMr Brown\'s trip is designed to highlight how the UK wants to make Africa\'s problems a priority of its chairmanship of the G8 this year. He will see an HIV/Aids orphanage in Tanzania and a women\'s credit union in Mozambique before chairing a meeting of the Commission for Africa in Cape Town. At slums in Narobi on Wednesday, he said education needs had to be tackled.\n\nSpeaking outside the Olympic Primary School, Mr Brown said: ""It is simply not acceptable in the modern age for the rest of the world to stand by and have hundreds of millions of children not getting the chance at education."" He pointed to international plans to invest $10bn for education in Africa over the next decade. The school is on the edge of Kibera, where 800,000 live often in huts made of mud, scrap metal and cardboard. Mr Brown\'s aides say he wants to find out more about the Kenyan Government\'s education policies, which included introducing free primary education in early 2003. The chancellor has already unveiled proposals for a G8 aid package which he has likened to the Marshall Plan used by the United States to rebuild Europe after World War Two. The trip follows claims of infighting between Mr Brown and Tony Blair detailed in a new book. Conservative leader Michael Howard is expected to seize on those reports at prime minister\'s questions at 1200 GMT on Wednesday.\n'",/News/Politics,0.60000002384185791
"b'EU China arms ban \'to be lifted\'\n\nThe EU embargo on arms exports to China is likely to be lifted in the next six months despite US objections, UK Foreign Secretary Jack Straw has said.\n\nThe 15-year-old ban was imposed in the aftermath of China\'s crackdown on protesters in Tiananmen Square. Mr Straw told a Commons select committee human rights concerns over China remained. But he said it was wrong to put China under the same embargo as countries such as Zimbabwe and Burma.\n\nIn December, the EU pledged to work towards lifting the ban but said it was not ready to do so yet. The EU\'s move was welcomed at the time by Beijing, which described the embargo as a ""product of the Cold War"". German Chancellor Gerhard Schroeder and French President Jacques Chirac have repeatedly called for the embargo to be lifted. Britain has been more cautious on the issue, but on Wednesday Mr Straw said he also wanted it to end. ""I have long understood China\'s argument, that to lump them in with, say, Burma and Zimbabwe is not appropriate and I don\'t think it is,"" he told the joint committee on Strategic Export Controls. He said ""it is more likely than not"" that the ban would be lifted before Britain takes over the presidency of the EU from Luxembourg in July. But he said an EU code of conduct would prevent an increase in the number of arms being exported to the country. ""If it is lifted we will end up with as effective arms controls in relation to China as we have now.""\n\nMr Straw said the US government was suspicious of ""the motives of some other countries within the EU"" in wanting the ban lifted. But he said many of Washington\'s objections were based on a ""lack of information and understanding"" of how export control guidelines worked in EU countries. And ""intense discussions"" were taking place with US officials to convince them it was the right thing to do. Washington is thought to fear it would lead to a buying spree for arms that could be used by China to threaten its diplomatic rival Taiwan. US officials say they are not satisfied the mechanisms in the EU code of conduct are robust enough to prevent abuses. US Undersecretary of State John Bolton is meeting British officials this week to press the case for keeping the embargo.\n'",/Law & Government,0.60000002384185791
"b'Lewis-Francis eyeing world gold\n\nMark Lewis-Francis says his Olympic success has made him determined to bag World Championship 100m gold in 2005.\n\nThe 22-year-old pipped Maurice Greene on the last leg of the 4x100m relay in Athens to take top honours for Team GB. But individually, the Birchfield Harrier has yet to build on his World Junior Championship win four years ago. ""The gold medal in Athens has made me realise that I can get to the top level and I want to get there again. It can happen, I don\'t see why not,"" he said. Lewis-Francis has still to decided what events will feature in his build-up to the worlds - with one exception. He has confirmed his participation in the Norwich Union Grand Prix in Birmingham on 18 February, where he will take on another member of Britain\'s victorious men\'s relay team - Jason Gardener - over 60m. He added: ""It\'s a bit too early to make any predictions for Helsinki, but I have my eyes open and I know I can be the best in the world.""\n'",/Sports/Individual Sports,0.60000002384185791
"b'Tomlinson stays focused on Europe\n\nLong jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.\n\nThe 23-year-old has a minor injury and has pulled out of international meets in Madrid and Lievin this week as well as warm-weather training in Lanzarote. ""It\'s nothing serious,"" said his coach Peter Stanley. ""He strained a muscle in his abdomen at the Birmingham meeting but is back in full training."" Sprinter Mark Lewis-Francis will also not compete in Madrid on Thursday. The Birmingham athlete, who clocked a season\'s best of 6.61 seconds over 60m in Birmingham last week, also prefers to focus his attentions on next month\'s European Indoor Championships.\n\nLewis-Francis, who was runner-up to British team-mate Jason Gardener at the Europeans three years ago, will continue his training at home. Meanwhile, Tomlinson is still searching for this first major medal and this season he has shown he could be in the sort of form to grab a spot on the podium in Madrid. The Middlesbrough athlete jumped a season\'s best of 7.95m at the Birmingham Grand Prix - good enough to push world indoor champion Savante Stringfellow into second.\n'",/Sports/Individual Sports,0.60000002384185791
"b'Ebbers denies WorldCom fraud\n\nFormer WorldCom chief Bernie Ebbers has denied claims that he knew accountants were doctoring the books at the firm.\n\nSpeaking in court, Mr Ebbers rejected allegations he pressured ex-chief financial officer Scott Sullivan to falsify company financial statements. Mr Sullivan ""made accounting decisions,"" he told the federal court, saying his finance chief had ""a keen command of the numbers"". Mr Ebbers has denied charges of fraud and conspiracy. During his second day of questioning in the New York trial Mr Ebbers played down his working relationship with Mr Sullivan and denied he frequently met him to discuss company business when questioned by the prosecution.\n\n""In a lot of weeks, we would speak ... three or four times,"" Mr Ebbers said, adding that conversations about finances were rarely one-on-one and were usually discussed by a ""group of people"" instead.\n\nMr Ebbers relationship to Mr Sullivan is key to the case surrounding financial corruption that led to the collapse of the firm in 2002 following the discovery of an $11bn accounting fraud. The prosecution\'s star witness is Mr Sullivan, one of six WorldCom executives indicted in the case, He has pleaded guilty to fraud and appeared as a prosecution witness as part of an agreement with prosecutors. During his time on the witness stand Mr Sullivan repeatedly told jurors he met frequently with Mr Ebbers, told him about changes made to WorldCom\'s accounts to hide costs and had warned him such practises were improper. However during the case on Tuesday Mr Ebbers denied the allegations. ""I wasn\'t advised by Scott Sullivan of anything ever being wrong,"" he told the court. ""He\'s never told me he made an entry that wasn\'t right. If he had, we wouldn\'t be here today."" Mr Ebbers could face a jail sentence of up to 85 years if convicted of all the charges he is facing. Shareholders lost about $180bn in WorldCom\'s collapse, 20,000 workers lost their jobs and the company went bankrupt. The company emerged from bankruptcy last year and is now known as MCI.\n'",/Law & Government/Legal,0.85000002384185791
"b'Unilever shake up as profit slips\n\nAnglo-Dutch consumer goods giant Unilever is to merge its two management boards after reporting ""unsatisfactory"" earnings for 2004.\n\nIt blamed the poor results on sluggish decision making, a rise in discounted retailers and a wet European summer. The company also cited difficult trading conditions and a lack of demand for goods such as its Slimfast range. Unilever, which owns brands including Dove soap, said annual pre-tax profit fell 36% to 2.9bn euros (\xc2\xa31.99bn). Shares fell 1% to 510.75 pence in London, and dropped by 1.2% to 50.50 euros in Amsterdam.\n\nUnder the restructuring plans, Patrick Cescau, the UK-based co-chairman, will become group chief executive. Dutch co-chairman Antony Burgmans will take on the role of non-executive chairman.\n\n""We have recognised the need for greater clarity of leadership and we are moving to a simpler leadership structure that will provide a sharper operational focus,"" Mr Burgmans said. ""We are leaving behind one of the key features of Unilever\'s governance but this is a natural development following the changes introduced last year."" The company, which has had dual headquarters in Rotterdam and London since 1930, will announce the location of its head office at a later date. Unilever is not alone in trying to simplify its business. Oil giant Shell last year dismantled its dual-ownership structure, after a series of problems relating to the size of its oil reserves that hammered its share price and led to the resignation of key board members. ""The best part of the news this morning was that the company announced a structure simplification,"" said Arjan Sweere, an analyst at Petercam.\n\nThe company said the organizational changes would speed decision making, and it also may make further changes.\n\nThe company said its main focus will be on improving profits, and it is planning to accelerate and increase investment in its 400 main brands. ""While it is certainly the case that markets have been tougher in the past eighteen months than we had expected, we have also lost some market share,"" said Mr Cescau. ""We let a range of targets limit our ability flexibility and did not adjust our plans quickly enough to a more difficult business environment."" ""Our objective is to reverse the share loss that we experienced in some markets in 2004 and return to growth.""\n\nUnilever said European sales fell 2.8% last year, dragged down by below part sales at its beverage division, where revenues dipped by almost 4%.\n\nSales of ice cream and frozen food dipped by 3.4% In the US last year, revenue grew by 1.5% ""despite disappointing sales in Slimfast"", the company said. In Asia, leading products came under ""attack"" from rivals such as Procter & Gamble. Unilever took a 1.5bn euro one-time charge in the fourth quarter, including a 650m euro write-down on Slimfast diet foods. Sales of Slimfast products have been hit in recent years by the popularity of the Atkins diet. But looking ahead, Unilever said it was optimistic about prospects for its slimming products saying that demand is on the wane for rival low-carbohydrate diets. The company also said it planned to spend 500m euros this year buying back shares.\n'",/Business & Industrial,0.85000002384185791
"b'Box office blow for Alexander\n\nDirector Oliver Stone\'s historical epic Alexander has failed in its bid to conquer the box office, entering the US film charts at number six.\n\nThe swords and sandals blockbuster, rumoured to have cost more than $150m (\xc2\xa379m) to make, earned just $13.5 (\xc2\xa37m) over three days at the US box office. Due to the Thanksgiving holiday, the film opened on Wednesday, bringing its total takings to $21.6m (\xc2\xa311.4m). Top of the box office for a second week was action movie National Treasure. The family adventure, starring Nicolas Cage, took $33.1m (\xc2\xa317.m), ahead of animated comedy The Incredibles - now in its fourth week in the charts - which took $24.1m (\xc2\xa312.7m).\n\nLast week Oliver Stone\'s film met with scathing reviews from US critics. The film stars Irish actor Colin Farrell as one of history\'s most celebrated leaders - a relentless and arrogant warrior who conquered much of the known world by the age of 25. In particular, its portrayal of Alexander as a bisexual has met with a hostile reception and the threat of legal action from Greek lawyers. ""Though the battles have the blood-and-sinew bravado you expect from Oliver Stone, this three-hour buttnumbathon is hamstrung by a hectoring grandiosity,"" wrote one reviewer in Rolling Stone magazine. Others poured scorn on Farrell\'s bleached hair and Angelina Jolie\'s unwieldy accent, which Variety called ""a combination of Mata Hari and Count Dracula"" . But novelist Gore Vidal defended the film, saying it was ""barrier-breaking"" for its frank depiction of bisexuality.\n\nIn Sweden last Thursday, to pick up a lifetime achievement award at the Stockholm International Film Festival, Stone expressed the hope that Alexander might be better appreciated in Europe. ""One of the reasons I am being honoured here is Europeans tend to see me a little differently than they do in the US,"" said the director behind JFK, Platoon and Born on the Fourth of July. He added Alexander ""was not an easy movie, but then I\'ve never made easy movies"".\n'",/Arts & Entertainment/Movies,0.85000002384185791
"b'UK set to cut back on embassies\n\nNine overseas embassies and high commissions will close in an effort to save money, UK Foreign Secretary Jack Straw has announced.\n\nThe Bahamas, East Timor, Madagascar and Swaziland are among the areas affected by the biggest shake-up for the diplomatic service for years. Other diplomatic posts are being turned over to local staff. Mr Straw said the move would save \xc2\xa36m a year to free up cash for priorities such as fighting terrorism.\n\nHonorary consuls will be appointed in some of the areas affected by the embassy closures. Nine consulates or consulates general will also be closed, mostly in Europe and America.\n\nThey include Dallas in the US, Bordeaux in France and Oporto in Portugal, with local staff replacing UK representation in another 11. The changes are due to be put in place before the end of 2006, with most savings made from cutting staff and running costs. Some of the money will have to be used to fund redundancy payments. In a written statement, Mr Straw said: ""The savings made will help to underpin higher priority work in line with the Foreign and Commonwealth Office\'s strategic priorities, including counter- proliferation, counter-terrorism, energy and climate change. ""Some of the savings will also be redeployed to strategic priority work within certain regions where we are closing posts. ""In Africa, for instance, we plan to create new jobs to cover these issues across the region, with a new post in Nairobi to help support our work on climate change, one in Nigeria to cover energy and one in Pretoria to cover regional issues more generally as well as covering Maseru and Mbabane.""\n\nThe Foreign Office currently has about 6,100 UK-based staff. It has opened major new missions on Baghdad and Basra in Iraq, Kabul in Afghanistan and Pyongyang in North Korea since 1997 in response to what the government says are changing needs. Since 1997 10 overseas posts have been closed - excluding Wednesday\'s cuts - but 18 new embassies or consulates have been opened. The shake-up is aimed at helping making \xc2\xa386m in efficiency savings between 2005 and 2008. The chancellor has demanded all government departments make similar savings. Shadow foreign secretary Michael Ancram said there was a constant need to ensure value for money from foreign missions. ""But the government must give a far clearer reason for making the dramatic changes it has announced and must show that British commercial interests and the interests of Britons abroad will not be adversely affected,"" he said.\n'",/Law & Government/Government,0.85000002384185791
"b'Leaders meet over Turkish EU bid\n\nTony Blair has met Italian Prime Minister Silvio Berlusconi and German Chancellor Gerhard Schroeder to talk about Turkey entering the EU.\n\nThe Downing Street talks covered a range of other topics ahead of an EU summit in Brussels later in the week. Mr Blair is an enthusiastic proponent of talks to bring Turkey within the recently-expanded EU. Italy and Germany also favour an early start to talks, but there is scepticism in France and elsewhere. Some are worried that Turkey\'s large and rapidly growing population and low average income might make integration into the EU difficult.\n\nSome are concerned that a change of government could lead to Turkey reneging on key human rights reforms it has recently enacted. And many in France would prefer Turkey to admit that World War I-era killing of Armenians constituted genocide. There are also issues in France and the Netherlands over the possible problems of integrating the first major Muslim nation into the EU. But Mr Blair and the Labour government have been the staunchest backers of Turkish accession, provided it sticks with human rights and economic reform. Mr Blair\'s official spokesman said: ""The prime minister has regular meetings with both of them and particularly in advance of European Councils. ""The key issue at this week\'s council will be that of Turkey, but they will also discuss a range of other matters.""\n'",/Law & Government/Government,0.85000002384185791
"b'Brown names 16 March for Budget\n\nChancellor Gordon Brown will deliver his Budget to the House of Commons on 16 March, the Treasury has announced.\n\nThe Budget, likely to be the last before the General Election, will be at 1230 GMT on that Wednesday, just after Prime Minister\'s question time. The annual event is when the chancellor outlines the government\'s taxation and broader economic predictions. It is likely to set out much of the tax and spending battleground for the election, widely expected on 5 May.\n\nNext month\'s Budget will be Mr Brown\'s eighth since Labour came to power in 1997. If a May election is called, there could be as little as 18 days between the Budget and the announcement of a date for the election. A shortened Finance Bill would have to be rushed through Parliament with all-party support to allow the Government to continue collecting revenue. The full Finance Bill, with the Budget measures in it, would then be returned to the Commons after the election, if Labour secures another term in office. As Mr Brown announced the Budget date in a short ministerial statement, accountancy firm Ernst & Young urged him to put politics aside and focus on the long-term requirements of the economy. ""In the Budgets that were given immediately before the last six elections, taxes were cut by the incumbent chancellor and, in many cases, taxes were increased soon after the election result,"" said Aidan O\'Carroll, E&Y\'s UK head of tax.\n'",/Law & Government/Government,0.85000002384185791
